Original,Part of,Translation
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000po en bienes de consumo y tesorería y gana 1 bp
MAX HIT DICE,TO DESTROY CREATURE |MAX HIT DICE,DADOS DE GOLPE MAX.
DURATION,SERENITY|DURATION,DURACIÓN
HEXES,HEXES    Claim and abandon hexes,HEXÁGONOS
Claim and abandon hexes,HEXES    Claim and abandon hexes,Reclamar y abandonar hexágonos
REFLEX,REFLEX SAVE,SALVACIÓN
SAVE,REFLEX SAVE,REFLEJOS
TAKE 10,TAKE 10|PER DAY,ELEGIR 10
PER DAY,TAKE 10|PER DAY,AL DÍA
loyalty,-1 loyalty,lealtad
STRENTH|SCORE,STRENTH|SCORE|BONUS,BON PUNT DE
BONUS,STRENTH|SCORE|BONUS,FUERZA
GOOD DAMAGE,GOOD DAMAGE|BONUS,DAÑO BUENO
BONUS,GOOD DAMAGE|BONUS,BONUS
KNOWLEDGE,KNOWLEDGE |BONUS,BON
BONUS,KNOWLEDGE |BONUS,SABER
BONUS,PERFORMANCE|BONUS,BONUS
Sneak Attack,Sneak Attack +2d6,Ataque Furtivo
or,+2 spell save DC  or  +2 to attack  or  +2 against target’s spell resistance,o
RAGE!,Titanic RAGE!,FURIA!
RAGE!,RAGE! POWERS |KNOWN,PODERES
POWERS,RAGE! POWERS |KNOWN,CONOCIDOS
KNOWN,RAGE! POWERS |KNOWN,FURIA!
Shielded Caster,Shielded Caster    +4 to concentration checks,Lanzador Protegido
to concentration checks,Shielded Caster    +4 to concentration checks,a tiradas de concentración
INITIATIVE,INITIATIVE BONUS,BONUS
BONUS,INITIATIVE BONUS,INICIATIVA
BUILDINGS,BUILDINGS    Add buildings to towns,EDIFICIOS
Add buildings to towns,BUILDINGS    Add buildings to towns,Añade edificios a las ciudades
DC,DC 20,CD
CASTER,CASTER LEVEL,INVOCADOR
LEVEL,CASTER LEVEL,NIVEL
WILL,WILL|SAVE DC,CD SALV
SAVE DC,WILL|SAVE DC,VOLUNTAD
DC,WILL|SAVE DC,CD
TALENTS,TALENTS|KNOWN,TALENTOS
KNOWN,TALENTS|KNOWN,CONOCIDOS
at levels,"at levels 3, 8, 13 and 18",a niveles
and,"at levels 3, 8, 13 and 18",y
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Sentido de la Naturaleza
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 a Saber (Naturaleza) y Supervivencia
ARMOUR,ARMOUR CLASS,CLASE DE
CLASS,ARMOUR CLASS,ARMADURA
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Disparo a larga distancia
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1,Penal. al ataque por incremento de rango descience de -2 a -1
2 ki points,Receive enlightenment while you rest - 2 ki points,2 puntos ki
Treated as an Outsider,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Considerado un Ajeno
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Inmune a Hechizar Persona y otros efectos que|afecten a no ajenos.|Reducción de daño
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,10/Caótico
DURATION,DURATION|PER DAY,DURACIÓN
PER DAY,DURATION|PER DAY,AL DÍA
Physical Resistance,Physical Resistance -2,Resistencia Física
Grants,Grants +4 to Acrobatics,Concede
to Acrobatics,Grants +4 to Acrobatics,a Acrobacias
WILL,WILL SAVE DC,CD SALV
SAVE DC,WILL SAVE DC,VOL
PER DAY,PUNISHING KICK|PER DAY,AL DÍA
TRAP,TRAP|SAVE DC,TRAMPA
SAVE DC,TRAP|SAVE DC,CD SALV
PER DAY,SPIRIT SPELLS|PER DAY,AL DÍA
Fast Movement,Fast Movement +50 ft,Movimiento Rápido
+50 ft,Fast Movement +50 ft,+50 ft
"economy,","+2 economy, -2 loyalty","economía,"
loyalty,"+2 economy, -2 loyalty",lealtad
POWER,POWER|PER DAY,PODER
PER DAY,POWER|PER DAY,POR DIA
Tireless,Tireless RAGE!,FURIA!
RAGE!,Tireless RAGE!,Incansable
Evil:,Evil: +2 Economy,Malo:
Economy,Evil: +2 Economy,Economía
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Luchar con dos armas
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Reduce la penalización a:
20ft,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,20ft
1 ki point,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,1 punto ki
Focused shot,Focused shot    Within 30ft,Disparo enfocado
Within,Focused shot    Within 30ft,a
30ft,Focused shot    Within 30ft,30'
MAX,MAX|HEALTH,SALUD
HEALTH,MAX|HEALTH,MÁXIMA
Cleave,Cleave    Extra attack if you hit,Hendedura
Extra attack if you hit,Cleave    Extra attack if you hit,Ataque extra si golpeas
PER DAY,ELEMENTAL FIST|PER DAY,AL DÍA
Collect taxes and manage finances,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",Recauda impuestos y gestiona finanzas
"– If vacant,","Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes","- Si está vacante,"
economy and kingdom can’t levy taxes,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",la economía y el Reino no puede recaudar impuestos
loyalty,+1 loyalty,lealtad
DC,REFLEX|SAVE DC,CD
Death or Glory,"Death or Glory    +4 (+1 at levels 11, 16, 20)",Muerte o Gloria
"at levels 11, 16, 20)","Death or Glory    +4 (+1 at levels 11, 16, 20)","a niveles 11, 16, 20)"
STUNNING FIST,STUNNING FIST|PER DAY,PUÑETAZO ATURDIDOR
PER DAY,STUNNING FIST|PER DAY,AL DÍA
FATIGUED,FATIGUED|DURATION,DURACIÓN
DURATION,FATIGUED|DURATION,FATIGADO
DC,WISDOM|CHECK DC,CD
BONUS,DANCE|BONUS,BONUS
"If target charged, gain +2 on","If target charged, gain +2 on CMB and +2 to the save DC","Si el objetivo ha cargado, gana +2 a"
CMB,"If target charged, gain +2 on CMB and +2 to the save DC",BMC
and +2 to the save DC,"If target charged, gain +2 on CMB and +2 to the save DC",y +2 a la CD de Salv.
TOTAL HIT DICE,CREATURES REBUKED|TOTAL HIT DICE,DADOS DE GOLPE TOTALES
CRITICAL  HIT,CRITICAL  HIT|RESISTANCE,GOLPE CRÍTICO
RESISTANCE,CRITICAL  HIT|RESISTANCE,RESISTENCIA
MILITARY,MILITARY    Create armed units (comes from allocation for settling towns),MILITAR
Create armed units (comes from allocation for settling towns),MILITARY    Create armed units (comes from allocation for settling towns),Crea unidades armadas (viene de 
Guides higher learning and magic,"Guides higher learning and magic – If vacant, -4 economy",Guía el aprendizaje superior y la magia
"– If vacant,","Guides higher learning and magic – If vacant, -4 economy","- Si vacante, "
economy,"Guides higher learning and magic – If vacant, -4 economy",economía
BASE|ATTACK,BASE|ATTACK|BONUS,BONUS|ATAQUE
BONUS,BASE|ATTACK|BONUS,BASE
(which grants,(which grants +20 to Acrobatics),(concede
to Acrobatics),(which grants +20 to Acrobatics),a Acrobacias)
WILL SAVE,WILL SAVE|DC,SALV. VOL.
DC,WILL SAVE|DC,CD
RAGE!,RAGE!|Duration,¡FURIA!
Duration,RAGE!|Duration,Duración
FLAT-FOOTED,FLAT-FOOTED AC,CA
AC,FLAT-FOOTED AC,DESPREVENIDO
15ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",15ft
Point-blank shot,Point-blank shot    Within 30ft,Disparo a bocajarro
Within,Point-blank shot    Within 30ft,a
30ft,Point-blank shot    Within 30ft,30'
MORALE,MORALE|BONUS,BONUS
BONUS,MORALE|BONUS,MORAL
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,CLASE DE ARMADURA
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,DESPREVENIDO
DAMAGE,DAMAGE|REDUCTION,REDUCCIÓN
REDUCTION,DAMAGE|REDUCTION,DE DAÑO
TOUCH AC,TOUCH AC|BONUS,CA TOQUE
BONUS,TOUCH AC|BONUS,BONUS
Precise Strike,Precise Strike    When flanking,Golpe Preciso
When flanking,Precise Strike    When flanking,Cuando flanquea
Woodland Stride,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Zancada Forestal
Move through undergrowth at normal speed|and taking no damage,Woodland Stride|Move through undergrowth at normal speed|and taking no damage,Te mueves a través de maleza a vel normal|y no recibes daño
Guides religious worship,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",Guía la devoción religiosa
"– If vacant,","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep","- Si vacante,"
"loyalty and stability, and","Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep","lealtad y estabilidad, y"
unrest at upkeep,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",malestar durante mantenimiento
Weapon Finesse,Weapon Finesse    Use DEX for melee attack,Sutileza con las armas
Use,Weapon Finesse    Use DEX for melee attack,Uso
DEX,Weapon Finesse    Use DEX for melee attack,DES
for melee attack,Weapon Finesse    Use DEX for melee attack,para ataques c/c
Slow Fall,Slow Fall 30 ft,Caída Lentificada
30 ft,Slow Fall 30 ft,30'
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Mitad del bonus|de Enemigo Predilecto|del Explorador concedido|a aliados dentro
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,30 pies
INT,+ INT| per level,INT
per level,+ INT| per level,por nivel
AC,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,CA
RAGE,RAGE  DURATION|PER DAY,FURIA
DURATION,RAGE  DURATION|PER DAY,DURACIÓN
PER DAY,RAGE  DURATION|PER DAY,AL DÍA
Physical Resistance,Physical Resistance -1,Resistencia Física
BASE ATTACK,BASE ATTACK BONUS,ATAQUE BASE
BONUS,BASE ATTACK BONUS,BONUS
1d10,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,1d10
2d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,2d8
3d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,3d8
4d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,4d8
6d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,6d8
8d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,8d8
12d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,12d8
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Usa nivel Monje en vez de
BAB,Use monk level in place of BAB for calculating CMB,BAB
for calculating,Use monk level in place of BAB for calculating CMB,para calcular
CMB,Use monk level in place of BAB for calculating CMB,BMC
PER DAY,ENHANCE HEALING|PER DAY,AL DÍA
Improved Natural Weapon,Improved Natural Weapon    Increased damage dice,Arma Natural Mejorada
Increased damage dice,Improved Natural Weapon    Increased damage dice,Dado de daño incrementado
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Muro de Escudos
to,Shield Wall    +1 / +2 to AC when both using shields,a
AC,Shield Wall    +1 / +2 to AC when both using shields,CA
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,cuando ambos usan escudos
(which grants,(which grants +24 to Acrobatics),(que concede
to Acrobatics),(which grants +24 to Acrobatics),a Acrobacias)
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,UMBRAL DE FALLO DE
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,CONJURO ARCANO
CHANNEL,CHANNEL|PER DAY,CANALIZAR
PER DAY,CHANNEL|PER DAY,AL DÍA
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestría con Armas
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Incrementa rango crítico y siempre confirma críticos
Ruler of a colony or vassal state,"Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit",Regidor de una colonia o estado vasallo
"– May also take any role for colony, with 1 less benefit","Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit","- Puede tener cualquier rol para colonia, con 1 beneficio menos"
FORTITUDE,FORTITUDE|DC,CD
DC,FORTITUDE|DC,FORTALEZA
PER DAY,REROLL|PER DAY,AL DÍA
MELEE DAMAGE,MELEE DAMAGE|BONUS,DAÑO MELEE
BONUS,MELEE DAMAGE|BONUS,BONUS
Tandem Trip,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",Derribo en tandem
"When ally is adjacent, roll twice for trip","Tandem Trip    When ally is adjacent, roll twice for trip CMB","Cuando un aliado está adyacente, tira dos veces para derribar"
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMC
(which grants,(which grants +4 to Acrobatics checks for jumping),(el cual otorga
to Acrobatics checks for jumping),(which grants +4 to Acrobatics checks for jumping),a pruebas de Acrobacia para saltar)
CMD,CMD BONUS,BON
BONUS,CMD BONUS,BMC
RANGED ATTACK,RANGED ATTACK|BONUS,BONO DE ATAQUE
BONUS,RANGED ATTACK|BONUS,A DISTANCIA
Lawful:,Lawful: +2 Economy,Legal:
Economy,Lawful: +2 Economy,Economía
Slip magically between spaces -,Slip magically between spaces - 2 ki points,Se desplaza mágicamente entre espacios -
2 ki points,Slip magically between spaces - 2 ki points,2 puntos ki
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",A niveles
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","y 16 puedes añadir 1 a una única puntuación de característica.|Si esa punt. era un numero impar, eso significa un incremento en el modif. habilidad."
"economy,","+3 economy, -4 loyalty","economía,"
loyalty,"+3 economy, -4 loyalty",lealtad
Vital Strike,Vital Strike    Extra damage dice,Golpe vital
Extra damage dice,Vital Strike    Extra damage dice,Dado de daño extra
TODAY,ELEMENTAL FIST|TODAY,HOY
CHALLENGES,CHALLENGES|PER DAY,DESAFÍOS
PER DAY,CHALLENGES|PER DAY,AL DÍA
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Golpe perforante Mejorado
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignora reducción de daño hasta
STANCES,STANCES KNOWN,ESTANCIAS
KNOWN,STANCES KNOWN,CONOCIDAS
Heal your own wounds -,Heal your own wounds - 2 ki points,Cura tus propias heridas -
2 ki points,Heal your own wounds - 2 ki points,2 puntos ki
Knowledge -,Knowledge - INT|Profession - WIS,Saber -
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Oficio -
WIS,Knowledge - INT|Profession - WIS,SAB
1 ki point,Enhance weapon - 1 ki point per enhancement,1 punto ki
DC,DC 30,CD
1 ki point,Treat unarmed attacks as magic weapons|Increase range of attack by 50ft - 1 ki point,1 punto ki
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Disparo Rápido
"When making a full-round attack, get one additional attack in return for a -2 penalty","Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty","Cuando hace un ataque de asalto completo, obtiene un ataque adicional con penal. -2"
BONUS,VERMIN EMPATHY|BONUS,BONUS
USES,USES PER DAY,USOS
PER DAY,USES PER DAY,AL DÍA
DC,DC 25,CD
BONUS,DEVICE|BONUS,BONUS
PER DAY,FOCUS|SUBJECTS|PER DAY,AL DÍA
DAMAGE,DAMAGE BONUS,DAÑO
BONUS,DAMAGE BONUS,BONUS
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Maniobras Coordinadas
to,Coordinated Manoeuvres    +2 to CMB,a
CMB,Coordinated Manoeuvres    +2 to CMB,BMC
TURNS,TURNS PER DAY,TURNOS
PER DAY,TURNS PER DAY,POR DIA
GRAPPLE,GRAPPLE BONUS,BON A
BONUS,GRAPPLE BONUS,PRESA
Ignore concealment -,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",Ignora ocultamiento -
1 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",1 punto ki
Ignore total concealment or cover -,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",Ignora ocultamiento total o cobertura -
2 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",2 puntos ki
3 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",3 puntos ki
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Espalda con Espalda Mejorado
to ally’s,Improved Back to Back    +2 to ally’s AC,al del aliado
AC,Improved Back to Back    +2 to ally’s AC,CA
Physical Resistance,Physical Resistance -5,Resistencia Física
DAMAGE,ARTILLERY|DAMAGE,DAÑO
PROHIBITED,PROHIBITED SCHOOLS,Prohibidas
SCHOOLS,PROHIBITED SCHOOLS,ESCUELAS
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Reina Consorte o Príncipe Consorte
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,"– Puede gobernar si el Regente está ausente, pero debe superar prueba de lealtad o"
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,malestar
Grants,Grants +8 to Acrobatics,Concede
to Acrobatics,Grants +8 to Acrobatics,a Acrobacias
DURATION,SICKENED|DURATION,DURACIÓN
CHANNEL ENERGY,CHANNEL ENERGY PER DAY,CANALIZAR ENERGÍA
PER DAY,CHANNEL ENERGY PER DAY,AL DÍA
1 ki point,Use unarmed strike damage dice for 1 rd - 1 ki point,1 punto ki
DURATION,NAUSEATED|DURATION,DURACIÓN
TRAPS,TRAPS|PER DAY,TRAMPAS
PER DAY,TRAPS|PER DAY,AL DÍA
"loyalty,","+3 loyalty, +4bp consumption","lealtad,"
+4bp,"+3 loyalty, +4bp consumption",+4bp
consumption,"+3 loyalty, +4bp consumption",consumo
AC,Insight bonus to AC and CMD,CA
and,Insight bonus to AC and CMD,y
CMD,Insight bonus to AC and CMD,BMC
CURRENT,CURRENT|FEATS,ACTUAL
FEATS,CURRENT|FEATS,DOTES
DURATION,MIND BLADE|DURATION,DURACIÓN
Shot on the run,Shot on the run    Attack at any point during your move,Disparo a la carrera
Attack at any point during your move,Shot on the run    Attack at any point during your move,Ataca en cualquier punto de su movimiento
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Defensa con dos armas
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),+1 bonus escudo a CA por usar 2 armas (+2 si luchas defensivamente)
RAGE,RAGE POWERS |KNOWN,FURIA
POWERS,RAGE POWERS |KNOWN,PODERES
KNOWN,RAGE POWERS |KNOWN,CONOCIDOS
Rapid shot,Rapid shot    Extra attack at full,Disparo rapido
Extra attack at full,Rapid shot    Extra attack at full,Ataque adicional como AAC
PER DAY,REDIRECTION|PER DAY,AL DÍA
Use,Use WIS instead of DEX for attacks with a bow,Usa
WIS,Use WIS instead of DEX for attacks with a bow,SAB
instead of,Use WIS instead of DEX for attacks with a bow,en vez de
DEX,Use WIS instead of DEX for attacks with a bow,DES
for attacks with a bow,Use WIS instead of DEX for attacks with a bow,para ataques con un arco
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Sutileza con armas
Use,Weapon Finesse  Use DEX for melee attack,Usar
DEX,Weapon Finesse  Use DEX for melee attack,DES
for melee attack,Weapon Finesse  Use DEX for melee attack,para ataques melee
WILD EMPATHY,WILD EMPATHY|BONUS,BONUS DE EMPATÍA
BONUS,WILD EMPATHY|BONUS," SALVAJE"
(which grants,(which grants +24 to Acrobatics checks for jumping),(el cual otorga
to Acrobatics checks for jumping),(which grants +24 to Acrobatics checks for jumping),a pruebas de Acrobacia para saltar)
"economy,","+1 economy, -1 loyalty","economía,"
loyalty,"+1 economy, -1 loyalty",lealtad
2 or more ki points,20ft aura of luck - 2 or more ki points,2 o más puntos ki
AC,AC BONUS,BON A
BONUS,AC BONUS,CA
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Concentración Furiosa
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora penalizaciones al Ataque Poderoso en el primer ataque
DC,DC BONUS,CD
BONUS,DC BONUS,BONUS
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,BON PUNT DE
BONUS,CONSTITUTION|SCORE|BONUS,CONSTITUCIÓN
EVOLUTION,EVOLUTION|POOL,EVOLUCIÓN
POOL,EVOLUTION|POOL,RESERVA
Cavalry Formation,"Cavalry Formation    Share space, charge through allied mount",Formacion de Caballería
"Share space, charge through allied mount","Cavalry Formation    Share space, charge through allied mount","Comparte espacio, carga a través de la montura aliada"
or,+2 spell save DC  or  +2 against spell resistance  or  +2 to attack,o
Acrobatics DC = Opponent’s,Acrobatics DC = Opponent’s CMD,CD Acrobacias = DMC del
CMD,Acrobatics DC = Opponent’s CMD,Oponente
Improved Feint Partner,"Improved Feint Partner    When ally feints, gain AoO",Compañero de finta mejorado
"When ally feints, gain AoO","Improved Feint Partner    When ally feints, gain AoO","Cuando el aliado finta, ganas AdO"
RAGE!,Rounds of confusion do not count|against your rounds of RAGE! per day,FURIA!
per day,Rounds of confusion do not count|against your rounds of RAGE! per day,al día
BONUS,NATURAL TOUGHNESS|BONUS,BONUS
ft,10 ft  2 sq,ft
sq,10 ft  2 sq,c
TOUCH,TOUCH ARMOUR CLASS,CLASE DE ARMADURA
ARMOUR CLASS,TOUCH ARMOUR CLASS,TOQUE
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,BONUS|MANIOBRA
BONUS,COMBAT|MANEUVRE|BONUS,COMBATE
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SUBTOTAL
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,VENTAJAS & TRABAJO EN EQUIPO
KI POOL,KI POOL|CAPACITY,CAPACIDAD
CAPACITY,KI POOL|CAPACITY,RESERVA KI
BONUS,WISDOM|CHECK BONUS,BONUS
BONUS,INSIGHT|BONUS,BONUS
Inflict extra damage -,Inflict extra damage - 1 ki point,Inflige daño extra -
1 ki point,Inflict extra damage - 1 ki point,1 punto ki
Morale bonus to your mount’s strength|modifier during,Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),Bonus Moral al modif. fuerza de tu|montura durante la
RAGE!,Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),FURIA!
(+2 to Strength score),Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),(+2 a punt. de Fuerza)
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Pisada sin Rastro
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately",No deja rastro si no quiere
Double Slice,Double Slice    No damage penalty,Doble tajo
No damage penalty,Double Slice    No damage penalty,Sin penal. al daño
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Fingir Debilidad
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Concede
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", consigue ataque de oportunidad"
Cost:,Cost: 1 pt per extra range increment,Coste:
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE|THRESHOLD,FALLO DE CONJUROS ARCANOS
THRESHOLD,ARCANE SPELL FAILURE|THRESHOLD,LIMITE
+ 10 to speed|unless wearing|heavy armour,,+ 10 a la velocidad|salvo si utiliza|armadura pesada
BANNER,,ESTANDARTE
Trap Sense +3,,Sentido de las Trampas +3
3.5e,,3.5e
INSPIRE COMPETENCE,,INFUNDIR GRAN APTITUD
Debit,,Débito
Cleric|Level,,Nivel de|Clérigo
BONDED WEAPON,,ARMA VINCULADA
Druid Level,,Nivel de Druida
Used,,Usado
Gender,,Genero
CHAOTIC,,CAÓTICO
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.",,"Redondea siempre hacia abajo. Si tienes cifras impares en puntuación características,|habrá oportunidad de ajustar las puntuaciones a niveles más altos."
Ki Pool (lawful),,Reserva Ki (legal)
Settlement name,,Nombre Asentamiento
Base Value,,Valor Base
Soulknife|Level,,Nivel de|Cuchillo del Alma
Summon monster II,,Convocar Monstruo II
MEDIUM RANGE,,MEDIO ALCANCE
"Diplomacy, Handle Animal",,"Diplomacia, Trato con Animales"
Perform (dance),,Interpretar (danza)
"Select a bonus feat for your style at 2nd, 6th, 10th, 14th and 18th levels:",,Elegir una dote extra para tu estilo en Nivel 2/6/10/14 y 18
EVENT,,EVENTO
Trapfinding,,Encontrar trampas
Spell resistance,,Resistencia a Conjuros
+10 to move at full speed,,+10 a movimiento a vel. completa
Buffs,,VENTAJAS
ROGUE TALENTS,,TALENTOS DE PÍCARO
DR 5/— when wearing armour or using a shield,,RD 5/- cuando usa armadura o escudo
Improved initiative,,Iniciativa Mejorada
Friendly,,Amistoso
CHARGE,,CARGA
Belts,,Cinturones
Twin eidolon,,Eidolon gemelo
PLACE|CHOCOLATE|HERE,,PON|CHOCOLATE|AQUÍ
Sundry,,Diversos
Acid Fog,,Niebla Ácida 
BARD,,BARDO
"If successful, you blend into the crowd",,"Si tienes éxito, te mezclas con la multitud"
Greater ),,Mayor )
Your weapon and armour proficiencies,,Tus competencias con armas y armaduras
Calculate your six ability modifiers,,Calcula los modifcadores de tus seis características
WHOLENESS OF BODY,,Plenitud Corporal
Components,,Componentes
A successful strike with smite evil|bypasses damage reduction.,,Un golpe que acierta con Castigar el Mal|sobrepasa la reducción del daño
Any other racial abilities,,Cualquier otra aptitud racial
Hit|Die,,Dado|Golpe
to negate,,para negar
SINGLE,,UNICO
Cash,,Metálico
Bonus Spell,,Conjuros Adicionales
Knowledge (dungeoneering),,Conocimiento (Mazmorreo)
Improved Grapple,,Presa Mejorada
+4 when using Wild Empathy with your totem creature,,+4 usando Empatía Salvaje con tu criatura totem
Subtype,,Subtipo
"Optionally, fix it with glue",,"Opcionalmente, arreglelo con pegamento"
Ability score upgrades,,Mejoras de puntuación de Característica
FAVOURED TERRAIN BONUS,,BON DE TERRENO PREDILECTO
"As a swift action,|choose one of:",,"Como acción rápida,|elige uno de:"
Quick reconnoiter,,Observador Rapido
Unarmed Strike,,Impacto sin Arma
Sickening Critical,,Crítico nauseabundo
Chest,,Pecho
"Bonus only applied when unarmoured,|unencumbered and not helpless",,"Bonus solo aplica sin armadura,|sin carga, y no indefenso"
/  Town,,/ Pueblo
TACTICIAN,,TÁCTICO
Quirks,,Peculiaridades
LOY,,LEA
Temp|Score,,Punt|Temp
FAVOURED TERRAINS,,TERRENOS PREDILECTOS
Burrow,,Cavar
10 mins,,10 mins
CON|Increase,,Incremento de|CON
Base,,Base
Class abilities,,Habilidades de clase
Take your first level,,Elije tu primer nivel
BARBARIAN,,BÁRBARO
Enhancement,,Mejora
