Original,Part of,Translation
DEPOSIT,DEPOSIT    4000gp in trade goods and treasure nets 1bp,DEPOZYT
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000sz w dobrach handlowych i skarbach przynosi 1pb
Outflank,Outflank    When flanking,Oskrzydlanie
When flanking,Outflank    When flanking,Kiedy flankuje
SPELL,SPELL RESISTANCE,CZARY
RESISTANCE,SPELL RESISTANCE,NA CZARY
TALENTS,TALENTS|KNOWN,TALENTY
KNOWN,TALENTS|KNOWN,ZNANE
DURATION,FEAT SHARING|DURATION,CZAS TRWANIA
QUIVER,QUIVER DAYS,DRŻENIE
DAYS,QUIVER DAYS,DNI
Hammer the Gap,Hammer the Gap    On a successful attack,Młotem w Pysk
On a successful attack,Hammer the Gap    On a successful attack,Przy udanym ataku
KNOWLEDGE,ENCOUNTER|KNOWLEDGE,WIEDZA
AURAS,AURAS KNOWN,AURY
KNOWN,AURAS KNOWN,ZNANE
Cavalry Formation,"Cavalry Formation    Share space, charge through allied mount",Formacja Kawalerska
"Share space, charge through allied mount","Cavalry Formation    Share space, charge through allied mount","Dzieli przestrzeń, szarżuje przez pole zajmowane przez wierzchowca sprzymierzeńca"
RAGE!,RAGE! DURATION,SZAŁ!
DURATION,RAGE! DURATION,CZAS TRWANIA
WIS,(WIS minimum 1),RZT
minimum 1),(WIS minimum 1),minimum 1)
Vital Strike,Vital Strike    Extra damage dice,Witalne Uderzenie
Extra damage dice,Vital Strike    Extra damage dice,Dodatkowa kość obrażeń
Greater,Greater RAGE!,Potężniejszy
RAGE!,Greater RAGE!,SZAŁ!
Swap Places,Swap Places    Switch places with an ally,Zamiana Miejsc
Switch places with an ally,Swap Places    Switch places with an ally,Zmiana miejsc ze sprzymierzeńcem
to jump checks -,+20 to jump checks - 1 ki point,do testów skakania
1 ki point,+20 to jump checks - 1 ki point,1 punkt ki
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,NIEPOWODZENIE CZARU WTAJEMNICZEŃ
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,RYZYKO
ADJUSTMENT,MAX DEFENSIVE|ADJUSTMENT,DOSTOSOWANIE
Collect taxes and manage finances,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",Zbiera podatki i zarządza finansami
"– If vacant,","Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",- Jeśli nieobecny
economy and kingdom can’t levy taxes,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",ekonomii i królestwo nie może nałożyć podatków
INITIATIVE,INITIATIVE|BONUS,INICJATYWA
BONUS,INITIATIVE|BONUS,PREMIA
TURNS,TURNS PER DAY,TURY
PER DAY,TURNS PER DAY,NA DZIEŃ
USES,USES|PER DAY,UŻYCIA
PER DAY,USES|PER DAY,NA DZIEŃ
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Rozdarcie Dwoma Orężami
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Jeśli trawisz obiema brońmi dodaj 1k10 + (
STR,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",S
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","× 1,5) obrażeń"
EXORCISM,EXORCISM|DC,EGZORCYZM
DC,EXORCISM|DC,ST
"stability,","+2 stability, +2bp consumption","stabilności,"
+2bp,"+2 stability, +2bp consumption",+2pb
consumption,"+2 stability, +2bp consumption",konsumpcji
Haste,Haste    One extra attack at full bonus,Pośpiech
One extra attack at full bonus,Haste    One extra attack at full bonus,Jeden dodatkowy atak z pełną premią
CHANNEL,CHANNEL RANGE,KIERUNKOWANIE
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,MANEWRY|BOJOWE
DEFENCE,COMBAT|MANEUVRE|DEFENCE,OBRONNE
1 ki point,Enhance weapon - 1 ki point per enhancement,1 punkt ki
"stability,","+3 stability, +4bp consumption","stabilności,"
+4bp,"+3 stability, +4bp consumption",+4pb
consumption,"+3 stability, +4bp consumption",konsumpcji
MAX HIT DICE,TO TURN CREATURE  MAX HIT DICE,MAX KW
TEAMWORK,TEAMWORK|FEATS,PRACA ZESPOŁOWA
FEATS,TEAMWORK|FEATS,ATUTY
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Walka dwoma orężami
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Redukuje kary do:
Swap,"Swap 3d6 of chastise damage, weaken for 1 round",Zamień
3d6,"Swap 3d6 of chastise damage, weaken for 1 round",3k6
"of chastise damage, weaken for","Swap 3d6 of chastise damage, weaken for 1 round","obrażeń z Chłostania, osłab na"
1 round,"Swap 3d6 of chastise damage, weaken for 1 round",1 rundę
Spell Save DC = 10 +,Spell Save DC = 10 + CHA + Spell Level,ST Rz. Obr. = 10 +
CHA,Spell Save DC = 10 + CHA + Spell Level,CHA
+ Spell Level,Spell Save DC = 10 + CHA + Spell Level,+ Poziom Czaru
Become incorporeal for,Become incorporeal for 1 min,Stań się niematerialny na
1 min,Become incorporeal for 1 min,1 min
CHANNEL,CHANNEL|PER DAY,KIERUNKOWANIE
PER DAY,CHANNEL|PER DAY,NA DZIEŃ
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Ulepszone Rozłupujące Wykończenie 
Any number per round,Improved Cleaving Finish    Any number per round,Jakikolwiek numer na runde
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Lepsze Przeszywające Uderzenie
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Zignoruj redukcję obrażeń o 
Level,Level 8,Poziom
Improved Devastating Strike,Improved Devastating Strike  +2 per die,Ulepszone Dewastujące Uderzenie
per die,Improved Devastating Strike  +2 per die,za śmierć
A Thousand Faces,A Thousand Faces|Change appearance at will,Tysiac Twarzy
Change appearance at will,A Thousand Faces|Change appearance at will,Zmienia wygląd na życzenie
DODGE,DODGE|BONUS,UNIKOWA
BONUS,DODGE|BONUS,PREMIA
Double Slice,Double Slice    No damage penalty,Podwójne Cięcie
No damage penalty,Double Slice    No damage penalty,Brak kar do obrażeń
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 RZT
and,+2 WIS and -2 CHA in all three forms.,i
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CHA
in all three forms.,+2 WIS and -2 CHA in all three forms.,we wszystkich trzech formach.
6 ki points,Gain two extra standard actions - 6 ki points,6 punktów ki
1 ki point,Enter up to 4 stances immediately - 1 ki point,1 punkt ki
SNEAK ATTACK,SNEAK ATTACK|BONUS,PODSTĘPNY ATAK
BONUS,SNEAK ATTACK|BONUS,PREMIA
Slow Fall,Slow Fall 60 ft,Powolny Upadek
60 ft,Slow Fall 60 ft,18m
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Mistrzostwo w Broni
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Zwiększa zasięg krytyka i automatycznie je potwierdza.
+ 10 to speed|unless wearing|heavy armour,,+ 10 do prędkości|dopóki nie nosi|ciężkiej zbroi
BANNER,,SZTANDAR
Trap Sense +3,,Wyszukiwanie Pułapek +3
3.5e,,3.5e
Used Today,,Dzisiaj Wykorzystane
INSPIRE COMPETENCE,,INSPIROWANIE BIEGŁOŚĆI
Debit,,Debet
Profession (scribe),,Zawód (skryba)
Cleric|Level,,Poziom|Kapłana
Vampiric Touch,,Dotyk Wampira
BONDED WEAPON,,ZWIĄZANA BROŃ
Druid Level,,Poziom Druida
Used,,Użyty
CHAOTIC,,CHAOTYCZNY
Profession (herbalist),,Zawód (zielarz)
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.",,"Zawsze zaokrąglaj w dół. Jeśli masz nieparzystą wartość atrybutu,|będziesz miał możliwość rozwinąć ją w przyszłości."
Ki Pool (lawful),,Uderzenie Ki (praworządność)
Settlement name,,Nazwa Osady
Base Value,,Bazowa Wartość
Project Image,,Projekcja Duplikatu
Spectal Hand,,Upiorna Dłoń
Soulknife|Level,,Poziom|Ostrza Duszy
MEDIUM RANGE,,ŚREDNI ZASIĘG
"Diplomacy, Handle Animal",,"Dyplomacja, Postępowanie ze Zwierzętami"
Knowledge Focus,,Skupienie: Wiedza
Perform (dance),,Występy (taniec)
ARCANE ATTUNEMENT,,TAJEMNE DOSTROJENIE
Trapfinding,,Wykrywanie Pułapek
Spell resistance,,Odporność na czary
Weaken spirits,,Osłabienie duchów
Power Word Blind,,Słowo Mocy: Oślepienie
when you injure an opponent with a melée attack,,gdy zranisz przeciwnika w walce wręcz
From level 7:,,Od 7. poziomu:
+10 to move at full speed,,+10 do poruszania się z pełną prędkością
Buffs,,Premie
ROGUE TALENTS,,TALENTY TROPICIELA
Max Spell Level,,Maks. Poziom Czaru
DR 5/— when wearing armour or using a shield,,RO 5/ - kiedy nosi zbroję lub używa tarczy
Improved initiative,,Doskonalsza inicjatywa
Friendly,,Przyjacielski
CHARGE,,SZARŻA
Belts,,Pasy
Sundry,,Różne
Acid Fog,,Chmura kwasu
BARD,,BARD
Evil Paladin,,Zły Paladyn
Imprison Soul,,Uwięzienie Duszy
Greater ),,Potężniejsze )
Your weapon and armour proficiencies,,Twoje biegłości w broni i pancerzu
Calculate your six ability modifiers,,Oblicz twoje modyfikatory z atrybutów
( BARBARIAN ),,( BARBARZYŃCA )
Favoured Element Spells,,Czary Ulubionego Żywiołu
WHOLENESS OF BODY,,JEDNOŚĆ CIAŁA
Components,,Komponenty
A successful strike with smite evil|bypasses damage reduction.,,Udane ugodzenie zła|ignoruje redukcje obrażeń.
Any other racial abilities,,Wszystkie inne rasowe umiejętności
No age penalties or artificial aging,,Nie podlega karom wynikających ze starzenia się i nie może być magicznie postarzany
Hit|Die,,Kość|Wytrzymałości
to negate,,neguje
SINGLE,,POJEDYŃCZY
Death Ward,,Ochrona przed Śmiercią
Cash,,Gotówka
Scales +2 (natural armour bonus),,Łuski +2 (naturalny pancerz)
Bonus Spell,,Czar Premiowy
Ki cost,,Koszt punktów KI
Knowledge (dungeoneering),,Wiedza (lochoznawstwo)
PATH ABILITIES,,ŚCIEŻKI ZDOLNOŚCI
Improved Grapple,,Doskonalsza Walka w Zwarciu
Subtype,,Podtyp
Ability score upgrades,,Rozwijanie atrybutów
Apply poison as move action,,Używaj trucizn w ramach akcji ruchu
FAVOURED TERRAIN BONUS,,PREMIA Z ULUBIONEGO TERENU
Mass Inflict Serious Wounds,,"Zadawanie Poważnych Ran, Zbiorowe"
Enter the spirit world,,Wkrocz do świata duchów
Quick reconnoiter,,Szybka orientacja
Unarmed Strike,,Uderzenie bez broni
Sickening Critical,,Mdlący Krytyk
Chest,,Skrzynia
"Bonus only applied when unarmoured,|unencumbered and not helpless",,"Tylko gdy nieuzbrojony,|nieobciążony lub nie pomaga"
/  Town,,/ Miasto
TACTICIAN,,TAKTYK
Quirks,,Dziwactwa
LOY,,LOJ
Temp|Score,,Tymczasowa|Wartość
FAVOURED TERRAINS,,ULUBIONE TERENY
Burrow,,Rycie
CON|Increase,,B Wzrost
CHASTISE SPIRITS,,CHŁOSTANIE DUCHÓW
True Seeing,,Widzenie Prawdy
Base,,Podstawowy
Spell Turning,,Odbicie Czaru
Arcane Sight,,Mistyczny Wzrok
Take your first level,,Weź swój pierwszy poziom
BARBARIAN,,BARBARZYŃCA
From Level 14:,,Od 8. Poziomu:
Enhancement,,Wzmocnienie
Barbarian,,Barbarzyńca
Shout,,Krzyk
40ft,,12m
Bear’s Endurance,,Wytrzymałość Niedźwiedzia
Credit,,Kredyt
Distance,,Odległość
Gust of Wind,,Podmuch Wiatru
30ft,,9m
Other Class|Levels,,Poziomy|Innych Klas
Bleeding Critical,,Krwawy Krytyk
Bards can use all knowledge skills untrained,,Bardowie używają każdej Wiedzy jako umiejętności wyszkolonej
Ki Pool (magic),,Uderzenie Ki (magia)
STABILITY,,STABILNOŚĆ
Ice Walker,,Chodzenie po Lodzie
From Level 3,,Od 3. Poziomu
120ft,,36m
Racial,,Rasowe
Knowledge: Nature,,Wiedza: Natura
30ft. Cone or|60ft. Line,,9m stożek lub|18m promień
Speak with any living creature,,Może rozmawiać z dowolną żywą istotą
UNSTOPPABLE,,NIEPOWSTRZYMANY
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.",,"Rzuć KW (chyba, że jest to twój pierwszy poziom, wtedy otrzymujesz|najwyższy wynik) i dodaj twój Modyfikatory z budowy."
Favoured|Enemy|Bonus,,Premia|z Preferowanego|Wroga
Flawless stride,,Bezbłędny krok
CLOSE RANGE,,BLISKI ZASIĘG
"Immunities (paralysis, sleep)",,"Niewrażliwości (paraliż, sen)"
(BARBARIAN),,(BARBARZYŃCA)
"If unrest reaches 20, the kingdom falls into anarchy",,"Jeśli zamieszki osiągną 20, królestwo popada w anarchię"
TAKE A CLASS LEVEL,,WEŹ POZIOM W KLASIE
General,,Generał
6d6,,6k6
Arcane Dilettante 6,,Amator Tajemnic 6
CURE / INFLICT,,LECZENIE / ZADAWANIE
Scales +5,,Łuski +5
From level 10:,,Od 10. poziomu:
PENALTY,,KARA
Towns,,Miasta
Non-Monk|Levels,,Inne|Poziomy
Light Steps,,Lekki Krok
Treated as outsider,,Traktowany jako przybysz
Feet,,Stopy
Manoeuvre,,Manewr
Toughness,,Twardość
Suggestion,,Sugestia
"Change shape as a full-round action,|given a fortitude save:",,"Zmiana kształtu to akcja całorundowa,|rz. obr. na Wytrwałośc"
All skills are considered class skills,,Wszystkie umiejętności są traktowane jako umiejętności klasowe
Greater Fireburst,,Potężny Ognisty Wybuch
Nerfs,,Kary
From Level 20:,,Od 20. Poziomu:
Slow Fall 30 ft,,Powolny Upadek 9m
Jump,,Skakanie
REBUKING CHECK,,TEST KARCENIA
Wu Jen know all 0-level Wu Jen spells.,,Wu Jen zna wszystkie czary Wu Jen 0. poziomu.
x 2,,x 2
Improved swimming,,Doskonalsze pływanie
FORBIDDEN ELEMENT,,ZAKAZANY ŻYWIOŁ
HOSTILE,,WROGI
SURVIVAL,,SZTUKA|PRZETRWANIA
Battle|Fortitude,,Bojowa|Wytrwałość
FAMILIAR,,CHOWANIEC
Create Greater Undead,,Stworzenie Potężniejszych Nieumarłych
1 min,,1 min
MOVE THROUGH ENEMY’S OWN SQUARE,,RUCH PRZEZ POLE ZAJMOWANE PRZEZ WROGA
SPELL LEVEL,,POZIOM CZARU
Shield of Faith,,Tarcza Wiary
Dragon|Shaman|Level,,Poziom|Smoczego|Szamana
Effective|Fighter|Level,,Efektywny|Poziom|Wojownika
M’wk,,Mistrz.
Empty Body,,Puste Ciało
Caster level to overcome|  spell resistance,,Poziom czarującego aby przełamać|odporność na czary
From |Level 10:,,Od|10. poziomu:
1d10,,1k10
Factotum|Level,,Poziom|Machera
Defence,,Obrona
Inspire Heroics,,Inspirowanie heroizmu
Nondetection,,Niewykrywalność
(From level 4),,(Od 4 poziomu)
AURA OF COURAGE,,AURA ODWAGI
1d6,,1k6
Medusa’s Wrath,,Gniew Medusy
Search,,Przeszukiwanie
Casting time,,Czas rzucania
Damage Reduction,,Redukcja Obrażeń
Other skills:|Craft - INT|Perform - CHA,,Inne umiejętności:|Rzemiosło - INT|Występy - CHA
Population,,Populacja
TELEPATHY,,TELEPATIA
Inspire Greatness,,Inspirowanie Wielkości
One skill|rank,,Jeden punkt|umiejętności
mins,,min
CURSE OF LYCANTHROPY,,KLĄTWA LIKANTROPII
LAWFUL,,PRAWORZĄDNY
Power Points used today,,Punkty Mocy zużyte dzisiaj
Viceroy,,Wicekról
1 ki point,,1 ki points
BONDED OBJECT,,WIĘŹ Z PRZEDMIOTEM
Improved Critical / Keen weapon / Keen magical effect,,Ulepszone Uderzenia Krytyczne Cięta broń Przenikliwe magiczne efekty
Profession (merchant),,Zawód (kupiec)
Turning|Check,,Test|Odpędzania
Scales +4,,Łuski +4
Avoid all damage on successful reflex save,,"Unika wszystkich obrażeń, jeśli powiedzie się rzut obronny na refleks"
"FEATS, TRAITS AND|SPECIAL ABILITIES",,"ATUTY, CECHY|I SPECJALNE ZDOLNOŚCI"
Hat / Mask,,Kapelusz / Maska
OTHER INCOME,,INNE PRZYCHODY
Animal,,Zwierzę
Current Country,,Aktualne Państwo
Use Magical Device,,Używanie Magicznych Urządzeń
Temporary|Hit Points,,Tymczasowe|Punkty Wytrzymałości
Int,,Int
Code of Conduct,,Kodeks Postępowania
Blade|Shape,,Kształt|Ostrza
HIGH JUMP,,WYSOKI SKOK
Add any bonus or penalty from your race:,,Dodaj rasowe premie lub kary:
AC bonus provided you moved at least 10ft this turn.,,"Premia do KP, o ile ruszyłeś się co najmniej o 3m."
Starting point,,Punkt Startu
Orb of Cold,,Kula Zimna
EVIL,,ZŁY
CHARGES,,ŁADUNKI
Organisation,,Organizacja
(Round | down),,(Zaokrąglij|w dół)
Chain Lightning,,Wyładowanie Łańcuchowe
WIS - 4,,RZT - 4
+ Level,,+ Poziom
CONSUMPTION,,KONSUPCJA
High Jump,,Wysoki Skok
Death Knell,,Ostatnie Tchnienie
Damage bonus,,Premia do obrażeń
SUGGESTION,,SUGESTIA
Expansionist,,Ekspansjonizm
Effective|Level,,Efektywny|Poziom
Weapon,,Broń
Fascinate,,Fascynacja
AC + INT (1 round),,KP + INT (1 runda)
CHA - 8,,CHA - 8
WEAPON,,BROŃ
Page,,Strona
sp,,ss
Uses today,,Użycia dziś
FASCINATE,,FASCYNACJA
Elemental Fury ×6,,Furia Żywiołów ×6
SPECIAL ABILITIES,,SPECJALNE ZDOLNOŚCI
Knowledge (planes),,Wiedza (plany)
Inflict Light Damage,,Zadawanie Lekkich Zniszczeń
Assume ethereal state,,Przechodzi w stan eteryczny
Mass Inflict Critical Wounds,,"Zadawanie Krytycznych Ran, Zbiorowe"
5-LEVEL|BONUS,,5 POZIOM|PREMIA
Warlock Level,,Poziom Czarnoksiężnika
Improved Trip,,Doskonalsze Obalanie
Mountebank|Level,,Poziomy|Hochsztaplera
Spell Level,,Poziom Czaru
Cold,,Zimno
PRESTIGE CLASS,,KLASA PRESTIŻOWA
Arcane Dilettante 8,,Amator Tajemnic 8
Size|Modifier,,Modyfikator|z Rozmiaru
Phase Door,,Fazowe Drzwi
HIT|POINTS,,PUNKTY|WYTRZYMAŁOŚĆI
"Decipher Script, Knowledge|  and Spellcraft",,"Odszyfrowywanie Zapisków, Wiedza|i Czarostwo"
INSTANT METAMAGIC,,NATYCHMIASTOWA METAMAGIA
Level|Bonus,,Poziomy|Premiowe
Weapon Focus:,,Skupienie na Broni:
Inquisitor|Level,,Poziom|Inkwizytora
Sneak|Attack,,Podstępny|Atak
"One story trait, connecting them into the campaign",,"Jedna cecha, nawiązująca do kampanii"
Far Shot,,Daleki Strzał
DMG,,OBR
ALCHEMIST’S EXTRACT FORMULAE,,FORMUŁY WYCIĄGÓW ALCHEMICZNYCH
ARCHETYPE,,ARCHETYP
Liar,,Kłamca
High Priest,,Arcykapłan
Acid Splash,,Wybuch Kwasu
Dominate Person,,Zdominowanie Osoby
13 to 17,,13 - 17
Wilder|Level,,Poziomy|Dzikusa
rds,,rund
Hidden Master,,Mistrz Ukrycia
CR,,SW
Today,,Dziś
Reduce effective falling height using wall,,Redukuje efekty spadania używając ściany
Animate Dead,,Ożywienie Umarłego
SAVING THROWS,,RZUTY OBRONNE
Knowledge,,Wiedza
Merge forms,,Scalanie form
Knowledge (engineering),,Wiedza (inżynieria)
Leadership,,Dowództwo
Discipline,,Dyscyplina
ATTACK FEATS,,ATUTY BOJOWE
7ft,,"2,1m"
Timeless Body,,Ponadczasowe Ciało
d10,,k10
Total hit|points,,Suma Punktów|Wytrzymałośći
Gnome,,Gnom
"Treat hands, feet, knees and elbows as weapons",,"Dłonie, stopy, kolana i łokcie są traktowane jak broń"
Monk Level,,Poziom Mnicha
AURA,,AURA
Craft (winemaking),,Rzemiosło (winiarstwo)
4 IP,,4 PI
Cryptic|Level,,Poziomy|Ukrytego
d12,,K12
Cost,,Koszt
"Handle Animal, Intimidate",,"Postępowanie ze Zwierzętami, Zastraszanie"
Chastise spirits,,Chłostanie duchów
Improved|Evasion,,Doskonalsze|Uniki
NATURAL LYCANTHROPE,,NATURALNA LIKANTROPIA
Sickened,,Chory
Treat unarmed attacks as lawful weapons,,Atak bez broni jest traktowany jako oręż praworządna.
DAMAGE REDUCTION,,REDUKCJA OBRAŻEŃ
METAMAGIC,,METAMAGIA
16 to 17,,16 - 17
Apply this bonus to all knowledge skills,,Zastosuj tą premię do wszystkich umiejętności Wiedzy
"Slip out of bonds, grapples and confining spells easily.",,"Wyślizgnij się więzów i zwarcia, oraz czarów ograniczających ruch."
Rage 3/day,,Szał 3/dzień
Blindsense,,Ślepozmysł
Ki Strike (lawful),,Uderzenie Ki (praworządność)
with Armour,,w Zbroi
Imdomitable Will,,Niezłomna Wola
(Round up),,(Zaokrąglane w górę)
Incarnate|Level,,Poziom|Wcielonego
Penetrating Strike  (,,Przeszywające Uderzenie (
INVENTORY,,EKWIPUNEK
Energy affinity,,Powiązany typ energii
Fortitude,,Wytrwałość
Chill Touch,,Dotyk Chłodu
/  Region,,/ Religia
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,Rozpoczyna lub zmienia występy bardów jako akcja ruchu|zamiast akcji standardowej.
1/day,,1/dzień
Warden,,Inspektor
"At each level, a Wu Jen learns two spells of any level they can cast.",,"Na każdym poziomie, Wu Jen uczy się 2 czarów z dowolnego dostępnego poziomu."
Attack|Penalty,,Kara|do Ataku
(RANGER),,(TROPICIEL)
Use a full attack action for more attacks,,Używa akcji ataku w celu uzyskania więcej ataków
Neck / Throat,,Szyja
From level 15:,,Od 15 poziomu:
AIR,,POWIETRZE
Craft (armourer),,Rzemiosło (płatnerstwo)
Profession (brewer),,Zawód (piwowar)
SHARE FAVOURED ENEMY,,DZIELENIE SIĘ PREMIĄ
White,,Biały
Dodge|Bonus,,Premia|Unikowa
JACK OF ALL TRADES,,CZŁOWIEK ORKIESTRA
Destruction,,Zniszczenie
Natural|Armour,,Naturalny|Pancerz
lb,,kg
Spell Save DC = 10 + WIS + Spell Level,,ST Rz. Obr. = 10 + RZT + Poziom Czaru
Small,,Mały
Blinding Critical,,Oślepiający Krytyk
FIST OF THE DRAGON,,PIĘŚĆ SMOKA
Sneaky,,Podstępny
Ranger Level,,Poziom Tropiciela
Locate Traps,,Wyszukiwanie Pułapek
Acrobatics skill +4,,Zwinność +4
Precise Shot,,Precyzyjny Strzał
String,,Strunowe
EDICTS,,EDYKTY
Equivalent|Spell Level,,Odpowiadający|Poziom Czaru
60 ft,,18m
Bully,,Despotyczny
Water,,Woda
Perform|Ranks,,Występy|Rangi
Critical,,Krytyk
(WIS minimum 1),,(RZT minimum 1)
"Racial, Feats",,"Rasowe, Atuty"
"Bluff, Sense Motive",,"Blefowanie, Wyczucie Pobudek"
Sing,,Śpiew
Heir,,Dziedzic
CRUSADER,,KRZYŻOWIEC
Level|Penalty,,Ujemne|Poziomy
DEFENCE & SAVING THROWS,,KLASA PANCERZA I RZUTY OBRONNE
Disable Traps,,Unieszkodliwianie Pułapek
Favoured|     Enemy|     Terrain,,Preferowany Wróg|Teren
Wind Instruments,,Instrumenty Dmuchane
Creature|Level,,Poziom|Istoty
POPULATION,,POPULACJA
15ft,,"4,5m"
Trap Sense +4,,Wyszukiwanie Pułapek +4
Weapon Focus  (,,Skupienie na Broni (
Sneak attack,,Podstępny atak
Armour AC,,Zbroja
Domain Spell,,Czar Domenowy
Bard|Level,,Poziom|Barda
Manifester|Level,,Poziom|Manifestującego
Knowledge (arcana),,Wiedza (tajemna)
WATER,,WODA
SPENDING,,WYDATKI
Sleight of Hand,,Zręczna Dłoń
Book,,Książka
FORCE OF WILL,,SIŁA WOLI
"Diplomacy, Intimidate",,"Dyplomacja, Zastraszanie"
TOUCH,,DOTYK
Exhausting Critical,,Wyczerpujący Krytyk
20 Reflex save,,20 Rz. Obr. na Refleks
Will,,Wola
Rounds Today,,Rund Dzisiaj
MONEY,,PIENIĄDZE
NPC,,BN
AURA OF RESOLVE,,AURA DETERMINACJI
ARMOUR CLASS BONUS,,PREMIA DO KLASY PANCERZA
Open Lock,,Otwieranie Zamków
TRAPS,,PUŁAPKI
SAVING|THROW,,RZUT|OBRONNY
From Level 5,,Od 5 poziomu
EFFECTIVE|CHARACTER LEVEL,,EFEKTYWNY|POZIOM POSTACI
ACROBATICS,,AKROBATYKA
Profession (stable master),,Zawód (stajenny)
Cannot run or charge|-2 Strength and Dexterity,,Nie może biegać i szarżować|-2 Siły i Zręczności
INSPIRE COURAGE,,INSPIROWANIE ODWAGI
From |Level 1:,,Od|1. Poziomu:
Slow Fall 80 ft,,Powolny Upadek 24m
Inflict Wounds,,Zadawanie Ran
CHA - 12,,CHA - 12
Dying,,Umierający
Spellcraft,,Czarostwo
Drunken Courage,,Pijany Tchórz
d20 +,,k20 +
BONUS FEAT,,PREMIOWY ATUT
Antipaladin|Level,,Poziom|Antypaladyna
WILL BONUS,,PREMIA DO WOLI
Overwhelming,,Druzgocące
Damage Reduction 5/Magic,,Redukcja Obrażen 5/Magia
Spider Climb,,Pajęcza Wspinaczka
Energy Resistance,,Odporność na energię
Short,,Krótki
Cause enemies within 30ft to become shaken,,Wywołuje wstrząs u wrogów w zasięgu 9m
to Humanoid form:,,do formy Humanoidalnej
Favoured| Enemy,,Preferowany|Wróg
Defining Features,,Cechy Szczególne
Cast spells in medium armour with no risk of spell failure,,Rzuca czary w średniej zbroi bez ryzyka niepowodzenia
+ 1d6,,+ 1k6
d6 / 2d6,,k6 /2k6
EMPTY BODY,,PUSTE CIAŁO
EFFECTS,,EFEKTY
ARMOUR CLASS,,KLASA PANCERZA
Spell|Save DC,,ST Rzutu|Obronnego
Enhancement|Cost,,Koszt|Wzmocnienia
HEALING|POINTS,,PUNKTY|LECZENIA
Encounter|Knowledge,,Licznik|Wiedza
Blinded,,Oślepiony
Times per day,,Użyć na dzień
WELL-VERSED,,DOBRZE-POINFORMOWANY
Revert to base form at dawn or after 8 hrs rest.,,Powrót do formy bazowej o świcie lub po 8 godzinach odpoczynku.
Profession (butcher),,Zawód (rzeźnik)
(MONK),,(MNICH)
Knowledge (history),,Wiedza (historia)
Mobility,,Ruchliwość
Purity of Body,,Czystość Ciała
PF-RPG,,PF-RPG
Save DC = 10 + CHA|  + Equivalent level,,Rz. Obr. = 10 + CHA| + Odpowiadający poziom
"Acrobatics, Fly",,"Akrobatyka, Latanie"
Lightning reflexes,,Błyskawiczny refleks
Rapid reload,,Szybkie naciąganie kuszy
Armour|Check|Penalty,,Kara|do Testów|z Pancerza
Halfling,,Niziołek
Trap|Sense,,Wykrywanie|Pułapek
SKIRMISH,,POTYCZKA
IN WINTER,,ZIMĄ
50 coins weighs 1lb,,"50 monet waży 0,5kg"
Rova,,rova
Tiring Critical,,Męczący Krytyk
AFFLICTED LYCANTHROPE,,ZARAŻONY LIKANTROPIĄ
From level 5:,,Od 5 poziomu:
Greater Weapon Specialisation,,Doskonalsza Specjalizacja w Broni
DRACONIC RESISTANCE,,SMOCZA ODPORNOŚĆ
MONK,,MNICH
Shadowdancer|Level,,Poziom|Tancerza Cieni
N/A,,N/D
Number of|Affected Allies,,Liczba|Sojuszników 
6 to 10,,6 - 10
Aggressive,,Agresywna
Dex,,Zr
Recover all hit points with 8 hours rest,,Przywraca wszystkie pw po 8 godzinach odpoczynku
CHA - 4,,CHA - 4
Paladin|Level,,Poziom|Paladyna
INSPIRE HEROICS,,INSPIROWANIE HEROIZMU
