Original,Part of,Translation
Treat unarmed attacks as lawful weapons,,Treat unarmed attacks as lawful weapons
"From level 20, a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain",,"From level 20, a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralyzed for 2d6 rounds| • Slain"
Ghost Mind,,Ghost Mind
DAMAGE REDUCTION,,DAMAGE REDUCTION
When fully manifested and within 30ft,,When fully manifested and within 30ft
METAMAGIC,,METAMAGIC
16 to 17,,16 to 17
PERFORM: RITUAL,,PERFORM: RITUAL
Apply this bonus to all knowledge skills,,Apply this bonus to all knowledge skills
REINCARNATED|DRUID,,REINCARNATED|DRUID
Gains the Shape change ability.,,Gains the Shape change ability.
Thug|Level,,Thug|Level
TABOO,,TABOO
Animal companions and magically controlled animals|must pass an opposed Charisma check to attack,,Animal companions and magically controlled animals|must pass an opposed Charisma check to attack
RESOLVE,,RESOLVE
"Slip out of bonds, grapples and confining spells easily.",,"Slip out of bonds, grapples and confining spells easily."
"Cannibalise your suit to heal all damage. If you choose this,|you cannot reform the astral suit for 10 minutes.",,"Cannibalize your suit to heal all damage. If you choose this,|you cannot reform the astral suit for 10 minutes."
SWASHBUCKLER WEAPON TRAINING,,SWASHBUCKLER WEAPON TRAINING
Rage 3/day,,Rage 3/day
Psychic|Level,,Psychic|Level
SCENT,,SCENT
Blindsense,,Blindsense
"Once a week as a full-round action, summon 1d4+1 level 5 incorporial barbarians.",,"Once a week as a full-round action, summon 1d4+1 level 5 incorporial barbarians."
Extra attacks of opportunity,,Extra attacks of opportunity
Bloodrager|Level,,Bloodrager|Level
CHOSEN DESTINY,,CHOSEN DESTINY
Ki Strike (lawful),,Ki Strike (lawful)
SANCTIFIED ROGUE,,SANCTIFIED ROGUE
Panther|Warrior|Level,,Panther|Warrior|Level
with Armour,,with Armor
Craft Traps,,Craft Traps
Duelist|Level,,Duelist|Level
Hierophant,,Hierophant
Imdomitable Will,,Imdomitable Will
(Round up),,(Round up)
TRUENAMER,,TRUENAMER
Frog,,Frog
Incarnate|Level,,Incarnate|Level
Penetrating Strike  (,,Penetrating Strike (
Treasure Seeker,,Treasure Seeker
Permanent,,Permanent
Level / Cost,,Level / Cost
Daze,,Daze
INVENTORY,,INVENTORY
Energy affinity,,Energy affinity
Prepare and cast spells from any of your spellcasting classes using|available slots from any other spellcasting class.,,Prepare and cast spells from any of your spellcasting classes using|available slots from any other spellcasting class.
WINGS,,WINGS
Fortitude,,Fortitude
MAGICIAN,,MAGICIAN
Chill Touch,,Chill Touch
DAMAGE|BONUS,,DAMAGE|BONUS
/  Region,,/ Region
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,"Begin or switch a bardic performance as a move action,|rather than as a standard action."
Sleep,,Sleep
Cunning Breach,,Cunning Breach
1/day,,1/day
Massive Weapons -5,,Massive Weapons -5
"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount.",,"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount."
Stinking Cloud,,Stinking Cloud
INCORPOREAL FLIGHT,,INCORPOREAL FLIGHT
Warden,,Warden
Martial Flexibility,,Martial Flexibility
"Increased speed in medium or heavy|armour, providing this is still below|your normal move speed",,"Increased speed in medium or heavy|armor, providing this is still below|your normal move speed"
Savage Sailor +6,,Savage Sailor +6
BLOODLINE FEATS,,BLOODLINE FEATS
Totemist|Level,,Totemist|Level
"At each level, a Wu Jen learns two spells of any level they can cast.",,"At each level, a Wu Jen learns two spells of any level they can cast."
Attack|Penalty,,Attack|Penalty
Impromptu sneak attack,,Impromptu sneak attack
Saving throws against mythic effects are unaffected.,,Saving throws against mythic effects are unaffected.
(RANGER),,(RANGER)
AURA OF COWARDICE,,AURA OF COWARDICE
Second combat manoeuvre,,Second combat maneuver
Cunning Brilliance,,Cunning Brilliance
Use a full attack action for an extra attack,,Use a full attack action for an extra attack
Quick Clear,,Quick Clear
Expired,,Expired
Divine Epiphany,,Divine Epiphany
Immune to illusion spells and spell-like abilities.,,Immune to illusion spells and spell-like abilities.
MASTER TACTITIAN,,MASTER TACTITIAN
Use a full attack action for more attacks,,Use a full attack action for more attacks
Neck / Throat,,Neck / Throat
Prismatic Ray,,Prismatic Ray
From level 15:,,From level 15:
+8 Perception,,+8 Perception
Acrobatic Steps,,Acrobatic Steps
Detect thoughts,,Detect thoughts
Spirit Shaman|Level,,Spirit Shaman|Level
ANIMA MAGE,,ANIMA MAGE
TUMBLING DESCENT,,TUMBLING DESCENT
AIR,,AIR
PLAINS DRUID,,PLAINS DRUID
Craft (armourer),,Craft (armorer)
Profession (brewer),,Profession (brewer)
SHARE FAVOURED ENEMY,,SHARE FAVORED ENEMY
"Bonus applies to saving throws against fear, energy drain,|death effects and necromancy",,"Bonus applies to saving throws against fear, energy drain,|death effects, and necromancy."
White,,White
Bonus feats should be Combat Feats or Psionic Feats,,Bonus feats should be Combat Feats or Psionic Feats
DAUNTLESS,,DAUNTLESS
MONK OF THE|SACRED MOUNTAIN,,MONK OF THE|SACRED MOUNTAIN
Tireless Rage,,Tireless Rage
Dodge|Bonus,,Dodge|Bonus
Any hit against your charge prompts an attack of opportunity.,,Any hit against your charge prompts an attack of opportunity.
Guardian,,Guardian
Holy Grit,,Holy Grit
JACK OF ALL TRADES,,JACK OF ALL TRADES
"Once a day, or by spending any level spell slot:",,"Once a day, or by spending any level spell slot:"
Destruction,,Destruction
"Trained in poisons, and cannot accidentally poison yourself.",,"Trained in poisons, and cannot accidentally poison yourself."
Attacks of opportunity leave enemy flat-footed,,Attacks of opportunity leave enemy flat-footed
"When below 0hp, always stabilise without needing to make a constitution check (though bleed damage still counts).",,"When below 0hp, always stabilize without needing to make a constitution check (though bleed damage still counts)."
Natural|Armour,,Natural|Armor
INFERNAL ESCAPE,,INFERNAL ESCAPE
SCANDAL,,SCANDAL
"Whenever you attack a non-mythic enemy, they are treated|as flat-flooted, even if they have enemies to preven it.",,"Whenever you attack a non-mythic enemy, they are treated|as flat-flooted, even if they have enemies to prevent it."
Allies are treated as invisible; cannot include yourself,,Allies are treated as invisible; cannot include yourself
Enemies that fail their check to cast defensively in your treatened area provoke attacks of opportunity,,Enemies that fail their check to cast defensively in your treatened area provoke attacks of opportunity.
lb,,lb
Spell Save DC = 10 + WIS + Spell Level,,Spell Save DC = 10 + WIS + Spell Level
Unbalancing counter,,Unbalancing counter
Strike incorporeal and ethereal,,Strike incorporeal and ethereal
Small,,Small
Blinding Critical,,Blinding Critical
Scent 30ft,,Scent 30ft
FIST OF THE DRAGON,,FIST OF THE DRAGON
Sneaky,,Sneaky
PERFECT BASTION,,PERFECT BASTION
Ranger Level,,Ranger Level
Master of Machines,,Master of Machines
Locate Traps,,Locate Traps
Familiar is treated as having as many ranks in Knowledge|(religion) equal to the Chosen One’s paladin level.,,Familiar is treated as having as many ranks in Knowledge|(religion) equal to the Chosen One’s paladin level.
OPPORTUNISTIC PIETY,,OPPORTUNISTIC PIETY
+20ft,,+20ft
Acrobatics skill +4,,Acrobatics skill +4
Opportunistic Piety +1,,Opportunistic Piety +1
Precise Shot,,Precise Shot
String,,String
Fire in the Blood,,Fire in the Blood
"Take third attack with off-hand weapon, at -10 penalty",,"Take third attack with off-hand weapon, at -10 penalty"
Size of|audience,,Size of|audience
Era,,Era
Icy burst,,Icy burst
EDICTS,,EDICTS
SPELLBANE & CURSEBREAKER,,SPELLBANE & CURSEBREAKER
Equivalent|Spell Level,,Equivalent|Spell Level
60 ft,,60 ft
"Your magical spirit guide has a social identity as|an ordinary animal, though a spirit guide with an|outlandish form may need to hide or disguise.",,"Your magical spirit guide has a social identity as|an ordinary animal, though a spirit guide with an|outlandish form may need to hide or disguise."
Supernatural|abilities,,Supernatural|abilities
Plant,,Plant
Bully,,Bully
Failing to disarm a trap does not spring the trap unless you fail by 10 or more.,,Failing to disarm a trap does not spring the trap unless you fail by 10 or more.
Water,,Water
Perform|Ranks,,Perform|Ranks
CRUELTIES,,CRUELTIES
When fully manifested and within 30ft.|Phantom cannot hold a spell charge.,,When fully manifested and within 30ft.|Phantom cannot hold a spell charge.
Affects a number of|targets up to|Bard Level (max 10),,Affects a number of|targets up to|Bard Level (max 10)
Critical,,Critical
Unholy Blight,,Unholy Blight
Wolf,,Wolf
Default Critical Range: 19-20,,Default Critical Range: 19-20
An incorporeal form that appears within 30ft.,,An incorporeal form that appears within 30ft.
UNDEAD ANNIHILATION,,UNDEAD ANNIHILATION
MARTIAL TRAINING,,MARTIAL TRAINING
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.",,"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc."
(WIS minimum 1),,(WIS minimum 1)
"Racial, Feats",,"Racial, Feats"
Construct,,Construct
SPELL RECALL / KNOWLEDGE POOL,,SPELL RECALL / KNOWLEDGE POOL
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours",,"Invoke True Judgement before one attack|If the attack is successful, the target| must pass a Fortitude save or die|Whether successful or not, that target is| then immune to True Judgement for 24 hours"
Use provokes attack of opportunity,,Use provokes attack of opportunity
"Bluff, Sense Motive",,"Bluff, Sense Motive"
Sing,,Sing
Choose one material to treat unarmed strikes as for|overcoming damage reduction,,Choose one material to treat unarmed strikes as for|overcoming damage reduction
Oat� a�ainst ��n�eat�,,Oat� a�ainst ��n�eat�
Scarification +3,,Scarification +3
DRAWBACK,,DRAWBACK
Dead Shot,,Dead Shot
Opportunistic Piety,,Opportunistic Piety
Martial Adept|Class Level,,Martial Adept|Class Level
Heir,,Heir
DWEOMERCRAFT,,DWEOMERCRAFT
CRUSADER,,CRUSADER
Level|Penalty,,Level|Penalty
LEXICON OF THE PERFECTED MAP,,LEXICON OF THE PERFECTED MAP
Weapons evil-aligned for overcoming damage reduction.,,Weapons evil-aligned for overcoming damage reduction.
40 ft,,40 ft
To summon spirits,,To summon spirits
Performance radius,,Performance radius
ATTRACT RATS,,ATTRACT RATS
PATHWEAVING,,PATHWEAVING
DEFENCE & SAVING THROWS,,DEFENSE & SAVING THROWS
Disable Traps,,Disable Traps
Channelling positive energy against the undead for|just one use of Lay On Hands.,,Channeling positive energy against the undead for|just one use of Lay On Hands.
Favoured|     Enemy|     Terrain,,Favored| Enemy| Terrain
The same utterance on the same day|Failed utterances don’t count,,The same utterance on the same day|Failed utterances don’t count
4 ki points,,4 ki points
Performance|result,,Performance|result
"This does not apply if you were killed by a coup-de-grace|or critical hit by a mythic enemy, or an epic weapon.",,"This does not apply if you were killed by a coup-de-grace|or critical hit by a mythic enemy, or an epic weapon."
15ft.  Cone or|30ft. Line,,15ft. Cone or|30ft. Line
MASTER POISONER,,MASTER POISONER
2/day,,2/day
Wind Instruments,,Wind Instruments
Creature|Level,,Creature|Level
Destructive,,Destructive
POPULATION,,POPULATION
SCOUNDREL’S FORTUNE,,SCOUNDREL’S FORTUNE
Recall spirit,,Recall spirit
Investigator|Level,,Investigator|Level
15ft,,15ft
Trap Sense +4,,Trap Sense +4
includes deity’s favoured weapon and any focus weapons,,includes deity’s favored weapon and any focus weapons
Imbue arrow,,Imbue arrow
Distance travelled today.,,Distance traveled today.
Weapon Focus  (,,Weapon Focus (
FIENDISH SERVANT,,FIENDISH SERVANT
Spirit journey,,Spirit journey
Sneak attack,,Sneak attack
Cursed,,Cursed
TACTICAL ACUMEN,,TACTICAL ACUMEN
+4 Perception,,+4 Perception
Armour Proficiency (medium)|Armour Proficiency (heavy)|Defence Against The Supernatural|Diligent|Empower Supernatural Ability|Enlarge Supernatural Ability|Expel Vestige|Extend Supernatural Ability|Favoured Vestige|	Favoured Vestige Focus|	Rapid Recovery|Ignore Special Requirements|Improved Binding|Investigator|Martial Weapon Proficiency|Negotiator|Persuasive|Rapid Pact Making|Shield Proficiency|Skilled Pact Making|Sudden Ability Focus|Supernatural Crusader|	Supernatural Opportunist|Widen Supernatural Ability,,Armor Proficiency (medium)|Armor Proficiency (heavy)|Defence Against The Supernatural|Diligent|Empower Supernatural Ability|Enlarge Supernatural Ability|Expel Vestige|Extend Supernatural Ability|Favoured Vestige|	Favoured Vestige Focus|	Rapid Recovery|Ignore Special Requirements|Improved Binding|Investigator|Martial Weapon Proficiency|Negotiator|Persuasive|Rapid Pact Making|Shield Proficiency|Skilled Pact Making|Sudden Ability Focus|Supernatural Crusader|	Supernatural Opportunist|Widen Supernatural Ability
POISON,,POISON
Lesser Planar Ally,,Lesser Planar Ally
ARCANE RESISTANCE,,ARCANE RESISTANCE
Armour AC,,Armor AC
Domain Spell,,Domain Spell
Nauseated,,Nauseated
Bard|Level,,Bard|Level
Manifester|Level,,Manifester|Level
MAKER’S JUMP,,MAKER’S JUMP
"If your charge is hit with an attack while adjacent to you, you can choose to have the attack hit you instead.|This end the effect of Loyal Oath.",,"If your charge is hit with an attack while adjacent to you, you can choose to have the attack hit you instead.|This ends the effect of Loyal Oath."
Knowledge (arcana),,Knowledge (arcana)
Sleight of|Hand,,Sleight of|Hand
Witch|Focus,,Witch|Focus
Eyebite,,Eyebite
"These animals are at worst indifferent to the bard,|and never attack without provocation",,"These animals are at worst indifferent to the bard,|and never attack without provocation"
CRAFT,,CRAFT
PSYCHOMETRIST,,PSYCHOMETRIST
FEARSOME STRIKE,,FEARSOME STRIKE
WATER,,WATER
BASE FOCUS POWER,,BASE FOCUS POWER
SPENDING,,SPENDING
Sleight of Hand,,Sleight of Hand
Weapons gain a morale bonus to damage.,,Weapons gain a morale bonus to damage.
"As a swift action channel a second legendary spirit, gaining its intermediate spirit power.|This lasts for 1 round per level.",,"As a swift action channel a second legendary spirit, gaining its intermediate spirit power.|This lasts for 1 round per level."
Customisation,,Customization
Book,,Book
BASIC UTILITY,,BASIC UTILITY
FORCE OF WILL,,FORCE OF WILL
"Diplomacy, Intimidate",,"Diplomacy, Intimidate"
"While using the aid another action to improve an|adjacent ally’s AC, you can intercept a successful|attack against that ally as an immediate action,|taking full damage from that attack and any|associated effects (bleed, poison, etc.). A creature|cannot benefit from this feat more than once per|attack.",,"While using the aid another action to improve an|adjacent ally’s AC, you can intercept a successful|attack against that ally as an immediate action,|taking full damage from that attack and any|associated effects (bleed, poison, etc.). A creature|cannot benefit from this feat more than once per|attack."
PURE OF BODY,,PURE OF BODY
TOUCH,,TOUCH
"Also affects animals and undead animals, at a -4 penalty",,"Also affects animals and undead animals, at a -4 penalty"
Exhausting Critical,,Exhausting Critical
Reroll a spell’s attack roll.,,Reroll a spell’s attack roll.
20 Reflex save,,20 Reflex save
Conjuration,,Conjuration
Temporary feat,,Temporary feat
Current panache cannot exceed daily allowance.,,Current panache cannot exceed daily allowance.
Will,,Will
Exemplar,,Exemplar
Rounds Today,,Rounds Today
"On a confirmed critical hit, or on reducing a target to 0hp,|regain health.",,"On a confirmed critical hit, or on reducing a target to 0hp,|regain health."
DEEP WALKER CAMOUFLAGE,,DEEP WALKER CAMOUFLAGE
Create Undead,,Create Undead
Keep all promises.  �ever make an oat� or promise lightl�.|�ever go back on an oat�.,,Keep all promises. �ever make an oat� or promise lightl�.|�ever go back on an oat�.
MONEY,,MONEY
IX (fiends only),,IX (fiends only)
NPC,,NPC
"On a confirmed critical hit, cast a spell as a swift action.|The spell must include the target of the critical hit in its|effect or area.",,"On a confirmed critical hit, cast a spell as a swift action.|The spell must include the target of the critical hit in its|effect or area."
SPIRIT ANIMAL,,SPIRIT ANIMAL
"Once a day as a standard action, dismiss your suit to gain|healing equal to your customisation points.",,"Once a day as a standard action, dismiss your suit to gain|healing equal to your customization points."
1st round,,1st round
Utterances|Known,,Utterances|Known
Take no Acrobatics penalty when moving through threatened square|at full speed.,,Take no Acrobatics penalty when moving through threatened square|at full speed.
AURA OF RESOLVE,,AURA OF RESOLVE
When using an improvised or broken weapon,,When using an improvised or broken weapon
ARMOUR CLASS BONUS,,ARMOR CLASS BONUS
Surrendered Ability,,Surrendered Ability
Blast of Flame,,Blast of Flame
"When casting a spell against a bleeding target, the target takes|-1 to saves and AC, or -2 for necromancy spells.",,"When casting a spell against a bleeding target, the target takes|-1 to saves and AC, or -2 for necromancy spells."
2 pts,,2 pts
1 hour meditation,,1 hour meditation
Open Lock,,Open Lock
Treat unarmed strikes as aligned:,,Treat unarmed strikes as aligned:
TRAPS,,TRAPS
READ LANGUAGES,,READ LANGUAGES
Disrupt Undead,,Disrupt Undead
SAVING|THROW,,SAVING|THROW
Activate|ability,,Activate|ability
Earth blast,,Earth blast
Locate Creature,,Locate Creature
SEA LEGS,,SEA LEGS
Immune to compulsion effects including magic.,,Immune to compulsion effects including magic.
"Counter exhaustion, fatigue, nausea and sickness.|Allies within 30ft use Performance roll in place of a saving throw",,"Counter exhaustion, fatigue, nausea, and sickness.|Allies within 30ft use Performance roll in place of a saving throw."
From Level 5,,From Level 5
"Use 5 styles at once, enter 5 stances as a free action",,"Use 5 styles at once, enter 5 stances as a free action"
EFFECTIVE|CHARACTER LEVEL,,EFFECTIVE|CHARACTER LEVEL
Bat,,Bat
x2 against a target possessing an object that belonged to you.,,x2 against a target possessing an object that belonged to you.
ACROBATICS,,ACROBATICS
Profession (stable master),,Profession (stable master)
"Instead of Merciful Healing, you may opt to reroll any 1s.",,"Instead of Merciful Healing, you may opt to reroll any 1s."
No action this round|Lose DEX bonus to AC; -2 AC,,No action this round|Lose DEX bonus to AC; -2 AC
Dodging panache,,Dodging panache
Sidestep,,Sidestep
GUIDE THE BATTLE,,GUIDE THE BATTLE
KI MYSTIC,,KI MYSTIC
RESOLUTE,,RESOLUTE
Standard action to treat hands as magic for overcoming |damage reduction,,Standard action to treat hands as magic for overcoming |damage reduction
Cannot run or charge|-2 Strength and Dexterity,,Cannot run or charge|-2 Strength and Dexterity
Trophy Fetish × 2,,Trophy Fetish × 2
Scarification +1,,Scarification +1
INSPIRE COURAGE,,INSPIRE COURAGE
Ooze,,Ooze
From |Level 1:,,From |Level 1:
ENHANCE ARROWS,,ENHANCE ARROWS
Slow Fall 80 ft,,Slow Fall 80 ft
• Fatigued,,• Fatigued
Cavalier’s Charge,,Cavalier’s Charge
Inflict Wounds,,Inflict Wounds
HOLY SHIELD,,HOLY SHIELD
ARCANE LUCK,,ARCANE LUCK
Fire one arrow at a known target as a standard action.,,Fire one arrow at a known target as a standard action.
CHA - 12,,CHA - 12
ATTACK DC,,ATTACK DC
Discipline powers,,Discipline powers
Dying,,Dying
SLAYER TALENTS,,SLAYER TALENTS
"Construct Energy Ward, Greater",,"Construct Energy Ward, Greater"
STUNNING APPEARANCE,,STUNNING APPEARANCE
Wild Empathy,,Wild Empathy
Your mount may use your Startling Appearance ability.,,Your mount may use your Startling Appearance ability.
"Once per day, unleash a 30ft burst of pure white light,|damaging evil creatures while healing good creatures.",,"Once per day, unleash a 30ft burst of pure white light,|damaging evil creatures while healing good creatures."
Skills Used Today,,Skills Used Today
Share half your Favoured Enemy bonus against a|single target with all allies within 30 ft,,Share half your Favored Enemy bonus against a|single target with all allies within 30 ft
9d6,,9d6
WARMAGE EDGE,,WARMAGE EDGE
"Reduce the penalty for using oversized|weapons, to a minimum of 0",,"Reduce the penalty for using oversized|weapons, to a minimum of 0"
Spend two uses to use Lay On Hands at a distance.,,Spend two uses to use Lay On Hands at a distance.
Spellcraft,,Spellcraft
Drunken Courage,,Drunken Courage
Cunning Surge,,Cunning Surge
Staggered for 1 round.,,Staggered for 1 round.
Reduced ability damage,,Reduced ability damage
d20 +,,d20 +
Undead’s|Total|Hit Dice,,Undead’s|Total|Hit Dice
Screen,,Screen
BONUS FEAT,,BONUS FEAT
"Suppress pain, stunning,fear; DR 5/— (DR 10/— nonlethal)",,"Suppress pain, stunning,fear; DR 5/— (DR 10/— nonlethal)"
Antipaladin|Level,,Antipaladin|Level
AQUATIC DRUID,,AQUATIC DRUID
Stat,,Stat
BRAWLER’S FLURRY,,BRAWLER’S FLURRY
WILL BONUS,,WILL BONUS
Bleeding Wound,,Bleeding Wound
Fortitude save to avoid being knocked prone,,Fortitude save to avoid being knocked prone.
MONK OF THE|HEALING HAND,,MONK OF THE|HEALING HAND
ENHANCE MAGICAL TATTOO,,ENHANCE MAGICAL TATTOO
Overwhelming,,Overwhelming
Inspiration bonus is now 2d6,,Inspiration bonus is now 2d6
"+4 saves against charms and figments, +CHA to Will saves",,"+4 saves against charms and figments, +CHA to Will saves"
Damage Reduction 5/Magic,,Damage Reduction 5/Magic
"Animal companion learns another trick, in |addition to the tricks gained for druid level.",,"Animal companion learns another trick, in |addition to the tricks gained for druid level."
Tripping Strike,,Tripping Strike
SPIRITUAL BOND,,SPIRITUAL BOND
Lurk|Level,,Lurk|Level
ASTRAL SUIT,,ASTRAL SUIT
Magic Jar,,Magic Jar
IP: Infernal Influence,,IP: Infernal Influence
Taboo,,Taboo
SPEAK WITH MASTER,,SPEAK WITH MASTER
VIGILANTE IDENTITY,,VIGILANTE IDENTITY
Spider Climb,,Spider Climb
Invoke two judgements at once,,Invoke two judgements at once
Energy Resistance,,Energy Resistance
Short,,Short
Danger Sense +4,,Danger Sense +4
Invisibility Sphere,,Invisibility Sphere
Defensive Casting Bonus is double the Attack Penalty taken,,Defensive Casting Bonus is double the Attack Penalty taken
Craft Wondrous Item,,Craft Wondrous Item
Damage|Bonus,,Damage|Bonus
MENTAL FOCUS,,MENTAL FOCUS
Wall of Stone,,Wall of Stone
RAIN OF BLOWS,,RAIN OF BLOWS
Fall prone,,Fall prone
Darkvision,,Darkvision
Use redirection on a target who melee attacks an ally,,Use redirection on a target who melee attacks an ally
"Level +2 to wild shape into your totem creature, -2 otherwise",,"Level +2 to wild shape into your totem creature, -2 otherwise"
Bastard Sword,,Bastard Sword
Globe of Invulnerability,,Globe of Invulnerability
"You cannot talk while possessed, so only your allies may|ask questions of the deceased.",,"You cannot talk while possessed, so only your allies may|ask questions of the deceased."
Victims|Today,,Victims|Today
Cause enemies within 30ft to become shaken,,Cause enemies within 30ft to become shaken
to Humanoid form:,,to Humanoid form:
SCABROUS TOUCH,,SCABROUS TOUCH
"When below 0hp, always stabilise without |needing to make a constitution check |(though bleed damage still counts).",,"When below 0hp, always stabilize without |needing to make a constitution check |(though bleed damage still counts)."
Favoured| Enemy,,Favored| Enemy
PATHFINDER SOCIETY,,PATHFINDER SOCIETY
Immune to petrification.,,Immune to petrification.
Concentration|Bonus,,Concentration|Bonus
Vicious Lampoon,,Vicious Lampoon
NEUTRAL,,NEUTRAL
Defining Features,,Defining Features
Sign,,Sign
"Gain one feat as a swift action, or two as a move action.",,"Gain one feat as a swift action, or two as a move action."
Affected|Alignments,,Affected|Alignments
Infusions|per day,,Infusions|per day
Bonus to|physical scores,,Bonus to|physical scores
STRONG SENSES,,STRONG SENSES
Cast spells in medium armour with no risk of spell failure,,Cast spells in medium armor with no risk of spell failure
+ 1d6,,+ 1d6
d6 / 2d6,,d6 / 2d6
Duskblades can use light armour and|light shields without risk of spell failure.,,Duskblades can use light armor and|light shields without risk of spell failure.
SPELL SYNTHESIS,,SPELL SYNTHESIS
EMPTY BODY,,EMPTY BODY
Item Creation,,Item Creation
Athletics,,Athletics
MAN-AT-ARMS,,MAN-AT-ARMS
Spend one use of Smite Evil to anchor a target within 30ft.,,Spend one use of Smite Evil to anchor a target within 30ft.
EFFECTS,,EFFECTS
"If any creature within 30ft of either self or twin is shaken,|frightened or panicked, both self and twin get a full round.",,"If any creature within 30ft of either self or twin is shaken,|frightened or panicked, both self and twin get a full round."
WYRDCASTER,,WYRDCASTER
ARMOUR CLASS,,ARMOR CLASS
Breath weapon,,Breath weapon
EPIC TALES,,EPIC TALES
Spell|Save DC,,Spell|Save DC
Psionic|Sneak|Attack,,Psionic|Sneak|Attack
Enhancement|Cost,,Enhancement|Cost
HEALING|POINTS,,HEALING|POINTS
Encounter|Knowledge,,Encounter|Knowledge
Examine magical auras to learn about a|magical object or person.,,Examine magical auras to learn about a|magical object or person.
You must commune with your magical spirit guide|for 1 hour each day to replenish your spells.,,You must commune with your magical spirit guide|for 1 hour each day to replenish your spells.
Soulborn|Level,,Soulborn|Level
+2 Constitution,,+2 Constitution
Greater Harm,,Greater Harm
Skill Enhancement,,Skill Enhancement
COMBAT REFLEXES,,COMBAT REFLEXES
DEEP KNOWLEDGE,,DEEP KNOWLEDGE
Spell Focus: Enchantment,,Spell Focus: Enchantment
Sneak Attack Constructs,,Sneak Attack Constructs
Blinded,,Blinded
Times per day,,Times per day
Mage Armour,,Mage Armor
HURLER!,,HURLER!
PANACHE,,PANACHE
GUNMASTER,,GUNMASTER
Deity,,Deity
"Take the higher of two rolls on Acrobatics, Climb, Fly,|Ride or Swim checks in your favoured terrains",,"Take the higher of two rolls on Acrobatics, Climb, Fly,|Ride or Swim checks in your favored terrains"
SEA SINGER,,SEA SINGER
Dance of the Crushing Python,,Dance of the Crushing Python
WELL-VERSED,,WELL-VERSED
Revert to base form at dawn or after 8 hrs rest.,,Revert to base form at dawn or after 8 hrs rest.
Energy Resistance increases to 10 at level 20,,Energy Resistance increases to 10 at level 20
CONTROL SPIRIT,,CONTROL SPIRIT
Profession (butcher),,Profession (butcher)
(MONK),,(MONK)
"Applies to strength and dexterity checks,|and strength- and dexterity-based skills",,"Applies to strength and dexterity checks,|and strength- and dexterity-based skills"
Knowledge (history),,Knowledge (history)
Danger Sense +1,,Danger Sense +1
CHANNEL POSITIVE ENERGY,,CHANNEL POSITIVE ENERGY
Energy resistance,,Energy resistance
Mobility,,Mobility
HIGH GUARD,,HIGH GUARD
BEGUILING STARE,,BEGUILING STARE
Purity of Body,,Purity of Body
Trance,,Trance
"When aiding another, grant +4 bonus rather than +2.",,"When aiding another, grant +4 bonus rather than +2."
PF-RPG,,PF-RPG
MAGIC LORE,,MAGIC LORE
Save DC = 10 + CHA|  + Equivalent level,,Save DC = 10 + CHA| + Equivalent level
Gain any number of combat feats as a swift action.,,Gain any number of combat feats as a swift action.
"Acrobatics, Fly",,"Acrobatics, Fly"
Major Creation,,Major Creation
Fire Seeds,,Fire Seeds
Greater Shout,,Greater Shout
"Make attacks of opportunity against creatures attempting|a grapple, even if they have the Improved Grapple feat.",,"Make attacks of opportunity against creatures attempting|a grapple, even if they have the Improved Grapple feat."
Lightning reflexes,,Lightning reflexes
Find weakness,,Find weakness
Regain one use of mythic power per hour.,,Regain one use of mythic power per hour.
Rapid reload,,Rapid reload
TRUE DEFENDER,,TRUE DEFENDER
Armour|Check|Penalty,,Armor|Check|Penalty
Halfling,,Halfling
Stag,,Stag
Trap|Sense,,Trap|Sense
or object’s|hardness,,or object’s|hardness
IP: Disguise the Soul’s Aspect,,IP: Disguise the Soul’s Aspect
CABALIST,,CABALIST
HORDEBREAKER,,HORDEBREAKER
CELESTIAL HEART,,CELESTIAL HEART
+4 Stealth,,+4 Stealth
Brawler’s Strike,,Brawler’s Strike
RAKE’S SMILE,,RAKE’S SMILE
Daze or confuse one already fascinated creature,,Daze or confuse one already fascinated creature
Knocked prone (does not affect four-legged creatures),,Knocked prone (does not affect four-legged creatures)
HUNGRY GHOST|MONK,,HUNGRY GHOST|MONK
RANGED SPECIALIST,,RANGED SPECIALIST
DIPLOMATIC|PROTECTION,,DIPLOMATIC|PROTECTION
RELIGIOUS MENTOR,,RELIGIOUS MENTOR
FEARSOME INSIGHT,,FEARSOME INSIGHT
SKIRMISH,,SKIRMISH
Take 20 on Bluff and Disguise checks (limited uses),,Take 20 on Bluff and Disguise checks (limited uses)
Blade Sense,,Blade Sense
"Acrobatic charge, Stylish hat",,"Acrobatic charge, Stylish hat"
ANIMAL FRIEND,,ANIMAL FRIEND
Total Repair,,Total Repair
IN WINTER,,IN WINTER
