Original,Part of,Translation
"Sneak attack damage can be applied when a target|is flanked or is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal|weapon.",,目標無法應用敏捷加值在AC上|或是被夾擊時可以偷襲|遠程攻擊在30呎內才算作偷襲|偷襲傷害不會因重擊翻倍|使用非致命武器才能非致命|偷襲
Sml / Lrg,,小 / 大
Creature type,,生物類型
Immune to all diseases,,免疫所有疾病
Bonus|Feats,,獎勵|專長
Cast|Today,,今日|已施展
Unconcious,,昏迷
Perception,,察覺
Handle Animal,,馴養動物
Knowledge (nobility),,知識(貴族)
Can only be permanently killed by a coup-de-grace or|critical hit with an artefact.,,只能被神器的致命一擊（coup de grace）或重擊殺死
"Racial,|Feats",,"種族,|專長"
Craft (jewelry),,工藝(精工)
Skill Ranks,,技能點數
Class|Level,,職業|等級
Deafening Critical,,致聾重擊
Profession (cook),,專業(廚師)
WANDS,,魔杖
Fatigued,,疲乏
Spell|Level,,法術|環數
PERFORMANCES,,吟遊表演
SPELL BOOK,,法術書
WIS - 12,,WIS - 12
CASH,,現金
Foes|Today,,今日|對象數
Conditional Modifiers,,臨時調整值
Duration,,持續
Perform (oratory),,表演(朗誦)
Ranger|Level,,遊俠|等級
Effective|Character|Level,,有效|角色|等級
Critical Wounds,,治療致命傷
Critical Range,,重擊範圍
45ft,,45呎
Focus,,法器
Temp Speed,,暫時速度
Granted Power,,神授力量
Initiative,,先攻
Rogue|Level,,盜賊|等級
Swim Speed,,游泳速度
Channel Positive Energy,,引導正能量
1 rounds,,1 輪
Deflect Arrows,,撥擋飛箭
MOVE THROUGH THREATENED SQUARE,,從威脅範圍通過
Uses Today,,今日已用次數
ARMOUR TRAINING,,盔甲訓練
"As a move action, detect evil in one creature or item within 60ft.",,一個移動動作對60呎內的單一物體或生物偵測邪惡
Rounds Shared|This Encounter,,該遭遇|已分享輪數
(ROGUE),,(盜賊)
Clothes / Body,,軀體
d10 / 3d6,,d10 / 3d6
or,,或
WIZARD,,法師
Debts,,債務
Dodge|Modifier,,閃避|調整值
Domain,,領域
Temp AC,,暫時AC
Str,,str
DIRGE OF DOOM,,末日喪歌
Monk Level|÷ 4,,武僧等級|÷ 4
Burrow Speed,,遁地速度
BONUS FEATS,,獎勵專長
4ft,,4呎
Mystic Wisdom,,醍醐灌頂
Height,,高度
SPELLS,,法術
Carried by / given to,,由誰攜帶/給了誰
Campaign,,戰役
Touch,,接觸
require,,需求
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,每次造成偷襲傷害時選擇造成目標:| • 睡眠1d4小時| • 麻痺2d6輪| • 直接被殺死
11ft,,11呎
TRAP SENSE,,陷阱感知
Temp CMD,,暫時CMD
Heal,,醫療
Components / Focus,,成分/法器
Notes,,註記
Total Weight,,總重
to ignore 10ft of falling damage,,忽略最開始的10尺墜落距離
(1 pt to fix as a move action),,(消耗1pt可以移動動作修理)
FRIENDLY,,友善
Temp Damage|Bonus,,暫時傷害|加值
Druid|Level,,德魯伊|等級
Monk|Level,,武僧|等級
1pt,,1pt
Metamagic Item,,超魔道具
2ft,,2呎
1 pt per range increment,,每射程增量 1pt
Crippling Critical,,致跛重擊
"Bluff, Intimidate",,"唬弄, 威嚇"
Spell Save DC = 10 + CHA + Spell Level,,法術豁免DC = 10 + CHA + 法術環數
Item value,,道具價值
Arms / Wrists,,腕部
Silver,,銀幣
Base|Attack Bonus,,基本|攻擊加值
SHIELD,,盾
Stable,,穩定
INIT,,先攻
MAGIC ITEMS,,魔法道具
Light Load,,輕載
Rank / Position,,階級/地位
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,,反制依賴於視覺的法術，30呎之內的盟友|可以用吟遊詩人的表演檢定來代替自身的豁免檢定
Perform (string),,表演(弦樂)
Ability Modifier = (Total Ability Score - 10) ÷ 2,,屬性調整值 = (屬性值 - 10) ÷ 2
Ride,,騎術
Evasion,,閃避
Snatch Arrows,,抓取飛箭
3ft,,3呎
Carried Items,,攜帶道具
per,,每
Sneak Attack,,偷襲
CMB,,CMB
