Original,Part of,Translation
Save DC = 10 + CHA|  + Equivalent level,"",CD Salvezza = 10 +|CAR + Liv. Equiv.
"Acrobatics, Fly","","Acrobazia, Volare"
Major Creation,"",Creazione Maggiore
Fire Seeds,"",Semi di Fuoco
Greater Shout,"",Grido Superiore
Lightning reflexes,"",Riflessi Fulminei
Rapid reload,"",Ricarica rapida
Armour|Check|Penalty,"",Penalità|armatura|alla prova
Halfling,"",Halfling
Stag,"",Cervo
Trap|Sense,"",Percepire|Trappole
+4 Stealth,"",+4 Furtività
Brawler’s Strike,"",Colpo dell'Attaccabrighe
SKIRMISH,"",Schermaglia
Total Repair,"",Riparazione Totale
IN WINTER,"",IN INVERNO
Resolve|Today,"",Fermezza|Oggi
50 coins weighs 1lb,"","50 monete pesano 0,5kg"
Arcane Pool|Cost,"",Costo|Riserva Arcana
SONG OF THE FALLEN,"",CANZONE DEI CADUTI
Tiring Critical,"",Critico Affaticante
Bear,"",Orso
AFFLICTED LYCANTHROPE,"",LICANTROPIA TRASMESSA
From level 5:,"",Dal livello 5:
Twice a day,"",Due volte al giorno
Greater Weapon Specialisation,"",Arma Specializzata Superiore
Blasphemy,"",Blasfemia
2 Bonus hit dice|+ 2d10 (including CON),"",2 dadi vita bonus|+2d10 (incluso bonus di Cos)
+4 insight bonus to Stealth checks for one round,"",Bonus di schivare +4 a Furtività per 1 round
• Bleed,"",• Sanguinamento
MONK,"",MONACO
2 IP,"",2 IP
IX,"",9
Shadowdancer|Level,"",Ombra Danzante|Livello
N/A,"",N/D
Number of|Affected Allies,"",Numero di|Alleati Influenzati
This effect is negated by True Seeing but not |by See Invisibility. The effect of Ki Dodge does |not stack with Blink or Displacement.,"",Questo effetto è contrastato da Visione del vero|ma non da Vedere Invisibilità. L'effetto di Ki per Schivare|non si somma a Intermittenza o Distorsione.
Scry,"",Scrutare
6 to 10,"",da 6 a 10
Aggressive,"",Aggressivo
Dex,"",Des
CHA - 4,"",CAR - 4
Paladin|Level,"",Livello|da Paladino
Move action,"",Azione di Movimento
Item Alteration,"",Alterazione di un Oggetto
Ki|Power|Cost,"",Costo|Poteri|Ki
WEAPON ENHANCEMENT,"",POTENZIAMENTO ARMA
Slow Fall 40 ft,"",Caduta Lenta 12m
TAXATION,"",TASSAZIONE
Unlimited uses|per day,"",Usi illimitati|al giorno
SWASHBUCKLER,"",INTREPIDO
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead","","Intimorire, Bloccare,|Controllare, Rinvigorire|e Sostenere Non Morti"
Tenser’s Transformation,"",Trasformazione di Tenser
to confirm criticals,"",per confermare critici
See through animal companions’ eyes as a swift action|(but Hunter is blinded while maintining this connection).,"",Vedi attraverso gli occhi del compagno come azione veloce|(il Cacciatore è accecato mentre mantiene la connessione)
Large,"",Grande
LONG JUMP,"",SALTO IN LUNGO
Poison,"",Veleno
Dispel Magic,"",Dissolvi Magia
From Level 13:,"",Dal livello 13:
INVESTIGATOR,"",INVESTIGATORE
Category,"",Categoria
Alertness,"",Allerta
BASE ATTACK|BONUS,"",BONUS|ATTACCO BASE
TOTAL,"",TOTALE
MASTER STRIKE,"",COLPO DA MAESTRO
Bonus to saves against charm|and compulsion effects,"",Bonus ai TS contro|charme e compulsione
Attained,"",Completato
SPACIOUS SOUL,"",ANIMA SPAZIOSA
Disarm Traps,"",Disattivare Trappole
Party Damage|Bonus,"",Bonus Danno|Gruppo
"Armour Enhancement, Lesser","",Armatura Potenziata Inferiore
Capacity,"",Capacità
Temp Attack,"",Attacco Temp.
Swashbuckler’s edge,"",Limite dell'Intrepido
"Add 1d6 to Knowledge, Linguistics or Spellcraft","","Aggiungi 1D6 alle Conoscenze, Linguistica o Sapienza Magica"
Add your INT to initiative.,"",Aggiunge INT all'iniziativa
Electric blast,"",Elettrica
DEFLECTION|BONUS,"",BONUS|DI DEVIAZIONE
Craft:|Alchemy,"",Artigianato:|Alchimia
Bonus,"",Bonus
+6 Swim and jump,"",+6 Nuotare e saltare
Champion,"",Campione
"Camoflage, Bonus feat","","Comuffamento, Talento bonus"
Craft (founder),"",Artigianato (Fabbro)
Craft (leatherworking),"",Artigianato (Pelle)
Rage 4/day,"",Ira 4/gg
CHARACTER,"",PERSONAGGIO
Barbarian|Level,"",Livello|da Barbaro
Stun (or other effects) target for one round,"",Stordire (o altro effetto) il bersaglio per un round
DETECT EVIL,"",INDIVIDUAZIONE DEL MALE
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Il Colpo da maestro non può essere usato nuovamente sullo stesso|bersaglio entro 24 ore, che superi il TS su Tempra oppure no"
Attribute|modifiers,"",Modificatori|Attributi
2 ki points,"",2 punti ki
"Cannot suffer sneak attack by being flanked,|unless by Rogue four levels higher.","","Non può subire un attacco furtivo a causa del|fiancheggiamento, tranne da un Ladro di quattro livelli superiore."
Inflict Critical Damage,"",Infliggi Danni Critici
MAP FIGURE,"",IMMAGINE DELLA MAPPA
DIAMOND SOUL,"",Anima adamantina
TATTOOS,"",TATUAGGI
Rounds Passed,"",Round Trascorsi
ANIMAL FOCUS,"",ANIMALE FOCALIZZATO
APPEARANCE,"",ASPETTO
BONUS,"",BONUS
Improved Bull Rush,"",Spingere migliorato
Treasurer,"",Tesoriere
Improved Shield Bash,"",Colpo di Scudo Migliorato
"No longer need a will save to maintain your mind blade in a|null psionics field. A blade still loses its enhancement bonus.|Change the configuration of you mind blade as a full-round|action, resetting any penalties from Fluid Form.","","Non serve una prova sulla volontà per mantenere la lama|mentale in un campo anti psionici. La lama perde comunque il|bonus di potenziamento. Cambia la configurazione della lama con|un'azione completa, resettando ogni penalità da Forma Fluida."
Knowledge: Religion,"",Conoscenze: Religioni
10d6,"",10d6
Orb of Fire,"",Globo di Fuoco
"When the ally acts with your body, they use their own base|attack bonus, spells, caster level and other ablities, but your|physical scores.","","Quando l'alleato agisce col tuo corpo, usano il loro bonus|attacco base, incantesimi, livello incantatore e altre abilità,|ma i tuoi punteggi fisici."
Apply one form infusion and one substance infusion to a blast.,"",Applica una infusione di forma e una di sostanza a una deflagrazione.
Bardic performance,"",Esibizione bardica
Origin,"",Origine
COMBAT MANOEUVRES,"",MANOVRA IN COMBATTIMENTO
Level|Adjustment,"",Aggiustamento|di Livello
Knowledge: Dungeoneering,"",Conoscenze: Dungeon
Ice Storm,"",Tempesta di Ghiaccio
CAVALIER ORDER — CHALLENGE ABILITY,"",ORDINE CAVALLERESCO - ABILITÀ di SFIDA
Improved uncanny dodge,"",Schivare prodigioso migliorato
Current Shape,"",Forma attuale
MAGUS,"",MAGUS
"Bluff, Disguise","","Raggirare, Camuffare"
STR,"",FOR
Effective|Spell Level,"",Livello Incantesimo|Effettivo
Experience,"",Esperienza
ANALYSE DWEOMER,"",ANALIZZA DWEOMER
"Racial,|Feats,|Synergy","","Razziale,|Talenti,|Sinergia"
Purchase starting equipment,"",Acquista l'equipaggiamento iniziale
Profession (engineer),"",Professione (ingegnere)
SPEECH,"",VERBALE
Monkey,"",Scimmia
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,"",Invoca un Giudizio sui tuoi|nemici e ricevi un bonus|finchè sei in combattimento
Cheat death,"",Ingannare la Morte
Unhallow,"",Profanare
AC,"",CA
Weapon Specialisation:,"",Arma Specializzata:
PARTY FUNDS,"",FONDI DEL GRUPPO
Ghost Walk,"",Cammino Fanstasma
PARTY,"",GRUPPO
+10ft Speed,"",+3m Velocità
ROGUE,"",LADRO
Profession (librarian),"",Professione (bibliotecario)
Quick draw,"",Estrazione Rapida
1ft,"","0,3 m"
Risk of Psychic|Enervation,"",Rischio Debilitazione|Psichica
STATS,"",CARATTERISTICHE
PREPARED ARCANE SPELLS,"",INCANTESIMI ARCANI PREPARATI
Max|Level,"",Livello|Max
From level 11:,"",Dal livello 11:
READ MAGIC,"",LETTURA DEL MAGICO
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.","","Se il livello è in una classe preferita, scegli un punto vita o grado abilità|bonus. Alcune classi offrono altre opzioni, come incantesimi extra."
Draw selected weapon as an immediate action:,"",Estrae l'arma prescelta come azione gratuita:
ABUNDANT STEP,"",PASSO ABBONDANTE
FRIENDS AND FOES,"",AMICI E NEMICI
Weapon Specialisation,"",Addestramento nelle Armi
ARCANE BOND,"",LEGAME ARCANO
Perform (percussion),"",Intrattenere (Percussioni)
Spell Resistance stolen from,"",Resistenza agli Incantesimi rubata ad
Greater Dispel Magic,"",Dissolvi Magia Superiore
Spellthief|Level,"",Livello da|Ladro Magico
Damage reduction,"",Riduzione del danno
Transposition,"",Trasposizione
Enchantment,"",Incantamento
Speed,"",Velocità
AURA OF FAITH,"",AURA DI FEDE
Psicraft,"",Sapienza Psionica
days,"",giorni
Tiger,"",Tigre
Party AC Bonus,"",Bonus CA Gruppo
5d6,"",5d6
Otiluke’s Freezing Sphere,"",Sfera Congelante di Otiluke
GOOD,"",BUONO
3/day,"",3/gg
Lesser,"",Inferiore
d6,"",d6
Throat,"",Gola
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","",+2 a Iniziativa; (con Estrazione Rapida estrai l'arma come parte dell'iniziativa)
Damage reduction /magic,"",Riduzione danno /magico
Deadeye,"",Occhio Letale
NPC GROUP,"",GRUPPO PNG
2d6 +,"",2d6 +
"If multiclassing, remember to add up the values from all your classes.","","Se multiclasse, ricordati di aggiungere i valori da tutte le tue classi."
DURATION,"",DURATA
3d6,"",3d6
QUEST ITEMS,"",OGGETTI DELLA QUEST
Act,"",Recitare
Bond Senses,"",Sensi del Legame
FRIEND,"",AMICO
Owl’s Wisdom,"",Saggezza del Gufo
1d4,"",1d4
Craft (mechanic),"",Artigianato (Meccanica)
FALL,"",CADUTA
Craft (carver),"",Artigianato (Incisione)
Half-orc,"",Mezzorco
15 ft,"","4,5m"
RAISE ANIMAL COMPANION,"",RIANIMARE COMPAGNO ANIMALE
Weapon type,"",Tipo di arma
Heavy Load,"",Carico Pesante
From level 3:,"",Dal livello 3:
Perform as a swift action,"",Esegui come azione rapida
Summoned|Today,"",Evocazioni|Oggi
DREAD|NECROMANCER,"",NECROMANTE|DEL TERRORE
Gain darkvision 60ft and low-light vision.,"",Ottieni Scurovisione 18m e visione crepuscolare.
Caster|Level,"",Livello|Incantatore
Stand as a move action without provoking attacks of opportunity.,"",Come Azione di Movimento può balzare in piedi senza|provocare Attacchi d'opportunità.
SWASHBUCKLER FINESSE,"",ELEGANZA DELL'INTREPIDO
Morale|Bonus,"",Bonus|morale
DIVINE GRACE,"",GRAZIA DIVINA
per successive hit,"",con ogni colpo successivo
0 IP,"",0 IP
HUNTER’S BOND,"",Legame del cacciatore
Object,"",Oggetto
Abjuration,"",Abiurazione
Improved Critical,"",Colpo Critico migliorato
ft,"",m
Avoid all damage on successful reflex,"",Nessun danno per tiri salvezza sui riflessi con successo
Name,"",Nome
"Add your wisdom modifier to attack, damage,|AC, skill checks, ability checks, saving throws,|initiative rolls and speed (gain 5ft per point)","","Aggiunge il modificatore di saggezza ad attacco, danni,|CA, prove di abilità e di caratteristica, tiri salvezza,|iniziativa e velocità (1,5m per punto)"
MOUNT,"",CAVALCATURA
FEAR EFFECT,"",EFFETTO PAURA
Thrice a day,"",Tre volte al giorno
Duchy,"",Ducato
Suppress Requirement,"",Sopprimere Requisito
Maximum|Penalty,"",Penalità|massima
"This suppresses your spirit’s bonus, seance boon, spirit|powers and spirit surge ability.","","Questo sopprime il bonus dello spirito, il dono di seduta,|i poteri dello spirito e l'abilità impeto spirituale"
Invocations|Known,"",Invocazioni|Conosciute
Slow Fall 20 ft,"",Caduta Lenta 6m
"Item can communicate with its wielder,|regardless of language.","","Può comunicare con il possessore,|indipendentemente dal linguaggi."
Detect Magic|Today,"",Individuazione del Magico|Oggi
Continual Flame,"",Fiamma Perenne
Instant Alchemy,"",Alchimia Istantanea
Far shot,"",Tiro Lontano
Attempting to scry on the ninja prompts a caster level check.|Failure renders the ninja undetectable.,"","Per scrutare un ninja, eseguire una prova di Livello di Incantatore.|In caso di fallimento il ninja non può essere individuato."
Arms,"",Braccia
Districts,"",Distretti
Inspire Competence,"",Ispirare Competenza
KNIFE MASTER,"",MAESTRO DEI COLTELLI
sq,"",q
FEMALE,"",FEMMINA
+4 Climb,"",+4 Scalare
TEAMWORK FEATS,"",TALENTO DI SQUADRA
CATCH LEDGE,"",AGGRAPPARSI
HYPNOTIC STARE,"",SGUARDO IPNOTICO
Inflict Light Wounds,"",Infliggi Ferite Leggere
"Ends when either of you dies, target moves|more than 30ft away, or you pick a new target.","","Termina quando uno di voi muore, il bersaglio si muove|più lontano di 9m, o scegli un nuovo obiettivo"
ITEM’S TOTAL|EGO SCORE,"",TOTALE EGO|DELL'OGGETTO
Craft (stone masonry),"",Artigianato (Muratura in Pietra)
TURNING CHECK,"",PROVA DI SCACCIARE
-2 burn,"",-2 punti di Sovraccarico
Active,"",Attivo
Hidden Master: cast Greater Invisibility as a standard action,"",Maestro nel Nascondersi: lancia Invisibilità Superiore come azione standard
FAVOURED ENEMIES,"",NEMICI PRESCELTI
Inventory,"",Inventario
A successful strike with smite goodbypasses damage reduction.,"",Un attacco rtiuscito con punire il bene|oltrepassa la Riduzione del Danno
Extract|Save DC,"",CD TS|Estratti
Gentle Repose,"",Riposo Inviolato
AFFILIATIONS,"",AFFILIAZIONI
SPELL RANGES,"",RAGGIO INCANTESIMI
Race,"",Razza
Perform (act),"",Intrattenere (Recitazione)
ARCHIVIST,"",ARCHIVISTA
Profession (woodcutter),"",Professione (taglialegna)
"Weapon Augmentation, Greater","",Aumentare Arma Superiore
Weapon|Enhancement|Bonus,"",Bonus|Potenziamento|Arma
Sunburst,"",Esplosione Solare
"From level 10, a Rogue|can take Advanced Talents","","Dal decimo livello, un Ladro|può scegliere Doti Avanzate"
against larger foes,"",contro avversari più grandi
Max|Attacks,"",Attacchi|Max
SPELL COMBAT,"",INCANTESIMI in COMBATTIMENTO
Cold blast,"",Gelida
"Dorjes, Power stones,|Tattoos, Components","","Dorje, Pietrem del Potere,|Tatuaggi, Componenti"
Hampered,"",Azzoppato
Spend all remaining resolve (at least 2) to avoid death,"",Spendere gli usi di Fermezza rimasti (minimo 2) per evitare la morte
Allies within 10ft get +4 to saves against fear effects.,"",Gli alleati entro 3m ottengono +4 ai TS contro paura.
Regain one use of Resolve when you|defeat the target of a Challenge,"",Riguadagni un uso di Fermezza quando|sconfiggi il bersaglio di una Sfida
FEAT,"",TALENTO
Take the better of two rolls on a Fortitude or Will save,"",Tira 2 volte per TS su Tempra o Volontà e tiene il migliore
Ghost Sound,"",Suono Fantasma
1 burn,"",1 sovraccarico
Other Spells,"",Altri incantesimi
Flurry of Blows Attack Bonus,"",Bonus Attacco Raffica di Colpi
Blight,"",Inaridire
Flurry|Attack,"",Raffica|di Colpi
CHALLENGE,"",SFIDA
DEFENCE,"",DIFESA 
5ft,"","1,5 m"
Ghost Step (Ethereal),"",Passo Fantasma (etereo)
Racial abilities,"",Abilità razziali
Endurance,"",Resistenza 
Earthquake,"",Terremoto
Hunter and animal companion may move through any sort|of undergrowth without slowing down or taking damage.,"",Cacciatore e compagno animale possono muoversi |attraverso ogni tipo di sottobosco senza rallentare o ferirsi.
Hunter|Level,"",Livello da Cacciatore
Bane,"",Anatemea
Wail of the Banshee,"",Lamento della Banshee
CAVALIER ORDER — SKILLS,"",ORDINE CAVALLERESCO - ABILITÀ
KINGDOM MANAGEMENT,"",GESTIONE DEL REGNO
HYBRID FORM,"",FORMA IBRIDA
METAKINESIS,"",METACINESI
DRUID,"",DRUIDO
+4 Dexterity,"",+4 Destrezza
III,"",3
Darkvision 90ft,"",Scurovisione 27m
Abundant Step,"",Passo abbondante
Rage 2/day,"",Ira 2/gg
Advanced Talents,"",Talenti avanzati
Spell Resistance,"",Res. Incantesimi
Character name,"",Nome del Personaggio
Craft (glass),"",Artigianato (vetro)
Survival,"",Sopravvivenza
Farms,"",Fattorie
(BARD),"",(BARDO)
+6 Constitution,"",+6 Costituzione
Move without penalty or taking damage through any|terrain that doesn’t require a Climb or Swim check.,"",Muoviti senza penalità o danno attraverso ogni|terreno che non richieda prove di Scalare o Nuotare.
INT - 12,"",INT - 12
Stand as a swift action instead.,"",Balza in piedi come Azione Veloce
Spell Save DC = 10 + INT + Spell Level,"",CD Salvezza Inc. = 10 + INT + Liv. Incantesimo
Blades of Fire,"",Lame di Fuoco
Use any skill as if you were trained,"",Usa ogni abilità come se fossi addestrato
Elf,"",Elfo
Elemental|Mastery Bonus,"",Bonus|Padronanza Elementale
Detect spirits,"",Individuazione degli Spiriti
gp,"",mo
Extracts|per day,"",Estratti|al giorno
Does not detect any other evil auras nearby.,"",Non individua nessun'altra aura malvagia nelle vicinanze
Quivering Palm,"",Palmo tremante
Buff,"",Potenziamento
+ 2 + 2d6,"",+ 2 + 2d6
Combat expertise,"",Maestria in Combattimento
Shoulders,"",Spalle
CON,"",COS
Superior feint,"",Fintare Superiore
AC Penalty,"",Penalità CA
INT,"",INT
BONUS TRICKS,"",COMANDI BONUS
d100,"",d100
Basic|Damage,"",Danno|Base
+1 per level,"",+1 per livello
Your base speed (measured in feet per six seconds),"",La tua velocità base (in m/r)
Confusion,"",Confusione
KNOWN INFUSIONS,"",INFUSIONI CONOSCIUTE
Add swashbuckler level to melee (or thrown melee weapon) damage.|Does not affect targets immune to sneak attack or critical hits.|Does not multiply on critical hits.,"",Aggiungi il livello da Intrepido al danno in mischia.|Non si applica a bersagli immuni agli attacchi furtivi o ai colpi critici.|Non si moltiplica in cado di colpo critico.
"Take second attack with off-hand weapon, at -5 penalty","","Effettua il secondo attacco con la mano secondaria, con penalità di -5"
Orb of Sound,"",Globo di Suono
Ray of Enfeeblement,"",Raggio di Indebolimento
-1 burn,"",-1 Sovr.
Craft (glassblowing),"",Artigianato (Soffiare il vetro)
DEITY,"",DIVINITÀ
"On a successful sneak attack, apply a penalty for 1 round.|Only one such penalty can be applied at a time.","","A seguito di un attacco furtivo andato a segno, applica una penalità|per 1 round. Può essere applicata solo una penalità per volta."
to attacks of opportunity,"",agli attacchi di opportunità
Summon Undead V,"",Evoca Non Morti V
Warmage|Level,"",Livello|Mago Combattente
Caster Levels,"",Liv. da Incantatore
SHARED SEANCE,"",SEDUTA SPIRITICA CONDIVISA
Area / Target,"",Area / Bersaglio
Greater spirit ability,"",Abilità di spirito maggiore
DN|Level,"",Livello|NdT
Worn Items,"",Oggetti Indossati
KNOCKOUT,"",KNOCKOUT
Sneak|Attack|Trick,"",Trucco|Attacco|Furtivo
• Confused,"",• Confuso
Artiste,"",Artista
UPKEEP,"",MANTENIMENTO
WITCH,"",FATTUCCHIERE
Bloodline powers,"",Poteri di Stirpe
Psychokinetic burst,"",Esplosione psicocinetica
EFFECTIVE|SPELL LEVEL,"",LIVELLO INCANTESIMO|EFFETTIVO
Maker’s call,"",Richiamo del Creatore
"Blindsight 30ft, Bonus feat","","Vista Ceca 9m, Talento bonus"
COMBAT ABILITIES,"",ABILITÀ DI COMBATTIMENTO
2nd round,"",2° round
DEX,"",DES
Country,"",Paese
Water Breathing,"",Respirare sott'acqua
2d6 / 3d8,"",2d6 / 3d8
LEVELS,"",LIVELLI
Assassin|Level,"",Assassino|Livello
Psychokinesis,"",Psicocinesi
Convert a confirmed critical hit to a standard hit,"",Converte un critico confermato in un colpo normale
SPLASH DAMAGE,"",Danno Spargimento
Detect Undead,"",Individuazione dei Non Morti
DEEDS,"",GESTA
Strength,"",Forza
AC BONUS,"",BONUS CA
Damage:,"",Danno:
UNCHAINED,"",UNCHAINED
Rusting Grasp,"",Stretta Corrosiva
From Level 3:,"",Dal Livello 3:
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.","","Ai livelli dispari, scegli un talento.|Assicurati che il personaggio rispetti i prerequisiti necessari."
Cause an enemy to die of joy or sorrow,"",Provoca la morte di un nemico per gioia o tristezza
Cast any spell from the Wizard spell list,"",Lancia qualunque incantesimo dalla lista del Mago
Iron Construct,"",Costrutto di Ferro
Profession (baker),"",Professione (fornaio)
Startling Shot,"",Colpo Sorprendente
Align Weapon,"",Allineare Arma
SPIRIT SHAMAN,"",SCIAMANO DEGLI SPIRITI
LANGUAGES,"",LINGUAGGI
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Mod. Caratt. = (Punteggio Caratt. - 10) ÷ 2 (per difetto)
d <dice>,"",d<dado>
Armour|Bonus,"",Bonus|Armatura
rks,"",grd
RONIN CHALLENGE ABILITY,"",ABILITÀ SFIDA del RONIN
Negative Levels Today,"",Livelli Negativi Oggi
Fatigued|Penalty,"",Affaticato|Penalità
ENERGY RESISTANCE,"",RESISTENZA ALL'ENERGIA
Weapon Focus,"",Arma Focalizzata
PSYCHIC|WARRIOR,"",COMBATTENTE|PSICHICO
Vicious,"",Scorretto
15 Acrobatics,"",15 Acrobazia
PARTY INVENTORY,"",INVENTARIO DEL GRUPPO
Stunning stab,"",Attacco Stordente
Bombs Today,"",Bombe oggi
From level 12:,"",Dal livello 12:
Earth,"",Terra
Craft (shoes),"",Artigianato (riparare scarpe)
EQUIPMENT,"",EQUIPAGGIAMENTO
bp,"",pb
Greater Two-weapon Fighting,"",Combattere con Due Armi Superiore
Mounted Speed,"",Velocità Cavalcatura
RONIN,"",RONIN
"When casting a spell and attempting a melee attack against the same target, choose one of:","","Quando si lancia un incantesimo e si attacca in mischia contro lo stesso bersaglio, scegli uno di questi:"
Wall of Fire,"",Muro di Fuoco
18 up,"",18 o più
CLASSES,"",CLASSI
Favoured class,"",Classe preferita
Fighter,"",GUERRIERO
+2 to all saving throws against poison,"",+2 a tutti i Tiri Salvezza contro il veleno
9ft,"","2,7 m"
Keen,"",Affilata
Creature Name,"",Nome della creatura
Great Leap,"",Gran Salto
SUMMONER|LEVEL,"",LIVELLO|CONVOCATORE
Spell Failure,"",Fallimento Inc.
Half-elf,"",Mezzelfo
2d8,"",2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Modificatore di Abilità =|(Punteggio di Abilità Totale - 10) / 2
Base attack bonus and saving throws,"",Bonus Attacco Base e Tiri Salvezza
SUDDEN STRIKE,"",COLPO IMPROVVISO
Light <weight>,"",Leggero
Bonus applies when attacked with a light blade.,"",Il bonus si applica se attaccato con una lama leggera.
Current|Burn,"",Sovraccarico|Attuale
Orb of Force,"",Globo di Forza
Elemental Swarm,"",Sciame Elementale
Base Save,"",Salvezza base
Linguistics,"",Linguistica
Penetrating Stike,"",Colpo Penetrante
HIT POINTS & SKILL RANKS,"",PUNTI FERITA & GRADI ABILITA'
Ki Pool,"",Riserva Ki
Can be dispelled,"",Può essere dissolto
4/day,"",4/gg
Profession (gambler),"",Professione (giocatore d'azzardo)
Immune to fear effects including magic.,"","Immune alla paura, anche magica."
"Take 10 on Acrobatics, Climb, Escape Artist, Fly, Ride or Swim checks,|even while distracted or in immediate danger.","","Prende 10 per le prove di Acrobazia, Scalare, Artista della Fuga, Volare, Cavalcare|o Nuotare, anche se distratto o in pericolo immediato"
Breath weapon range doubles,"",Raddoppia il raggio dell'arma a soffio
Repair Light Damage,"",Ripara Danni Leggeri
Disguise,"",Camuffare
"Climbing, flying and|  swimming speeds","",Velocità di volare|scalare e nuotare
Bonus to reflex saves and AC against traps.,"",Bonus ai tiri salvezza sui riflessi e alla CA contro le trappole
3d8,"",3d8
Arcane|Pool Cost,"",Costo|Riserva Arcana
SWASHBUCKLER WEAPON MASTERY,"",MAESTRIA NELLE ARMI DELL'INTREPIDO
UNARMED STRIKE,"",COLPO SENZ'ARMI
Judgements|Today,"",Giudizi|Oggi
allies within,"",ad alleati entro
Hide,"",Nascondersi
"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","","Perde bonus DES a CA; -2 CA|-4 a abilità su FOR, DES e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
Stance,"",Posa
30 ft,"",9 m
Perfect Self,"",Perfezione interiore
Player,"",Giocatore
Power Points,"",Punti Potere
EXPERT|TRAINER,"",ADDESTRATORE|ESPERTO
INCOME,"",ENTRATE
d8 / 2d8,"",d8 / 2d8
Darkness,"",Oscurità
Doom,"",Devastazione
SONG OF MARCHING,"",CANTO DI MARCIA
Bonus Language:,"",Linguaggio bonus:
Ninja Tricks,"",Trucchi Ninja
Expert Loading,"",Esperto nella Ricarica
DISTRACTION,"",DISTRAZIONE
Wisdom,"",Saggezza
Phantasmal Killer,"",Allucinazione Mortale
FRIGHTENING TUNE,"",ACCORDO SPAVENTOSO
0pt,"",0 punti
Stunning Shot,"",Colpo Stordente
Profession (sailor),"",Professione (marinaio)
(Round down),"",(per difetto)
Precise strike,"",Colpo Preciso
Ki Pool (adamantine),"",Riserva Ki (di Adamantio)
Inflict Serious Damage,"",Infliggi Danni Gravi
WEAPON TRAINING,"",ADDESTRAMENTO NELLE ARMI
SPECIAL MOUNT,"",CAVALCATURA SPECIALE
Electricity,"",Elettricità
From level 2:,"",Dal livello 2:
ORDER,"",ORDINE
Agile,"",Agile
(damage is triple only if using a lance),"",(danno triplo solo usando una lancia)
Undead must succeed on save or |be unable to attack you for 24 hours|unintelligent undead automatically fail.  |Use this DC for Sustenance of the |Dead as well,"",Un non morto che fallisce il TS |è incapace di attaccare il giocatore per 24 ore|I non morti non intelligenti falliscono automaticamente. |Usa questa CD anche per|Sustenance of the Dead
Natural Armour|Bonus,"",Bonus|Armatura Naturale
SPEED,"",VELOCITÀ 
Read Magic,"",Lettura del Magico
PERSONALITY,"",PERSONALITÀ
Base|Speed,"",Velocità|Base
"Attack bonus|From level 10, bonus doubles to confirm critical hits","",Bonus Attacco|Dal livello 10 bonus x2 per confermare colpi critici
BONUS LANGUAGES,"",LINGUAGGI BONUS
BARDIC PERFORMANCE,"",ESIBIZIONE BARDICA
"As a full round, target a part of the body:  Arms: drops one carried item (no damage)  Head: confused for one round  Legs: knocked prone  Torso: 19-20 critical range  Wings: begins to fall","","Come azione di attacco completo, scegli una parte del corpo:| Braccia: il bersaglio fa cadere un oggetto (nessun danno)| Testa: confuso per 1 round| Gambe: cade a terra prono| Torso: minaccia di critico 19-20| Ali: inizia a cadere"
Profession (courtesan),"",Professione (cortigiano)
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 a tiri per colpire, danni,tiri|salvezza, abilità e prove caratteristica"
II,"",2
Craft (cloth),"",Artigianato (tessuti)
Successful critical hit with a firearm,"",Colpo Critico con arma da fuoco
Force Of Will,"",Forza Di Volontà
Danger Sense +3,"",Percepire il pericolo +3
Gifts,"",Doni
(require,"",(richiede
Bonus Spells,"",Inc. Bonus
INTERNAL BUFFER,"",RISERVA INTERNA
QUICK DRAW,"",ESTRAZIONE RAPIDA
Talk with your animal companion as if using a common|language. Others cannot understand you.,"",Parli col tuo compagno animale come se usassi un linguaggio|comune. Gli altri non ti possono comprendere.
"round down,|minimum 1","","per difetto,|minimo 1"
Pathfinder Society Faction,"",Fazione Pathfinder Society
Slow Fall 70 ft,"",Caduta Lenta 21m
Weapon|Damage|Bonus,"",Bonus|Danno|Armi
"Once per day, while fighting a challenge:| • immune to being shaken, frightened or panicked| • remain conscious below 0 hp| • may spend one use of Resolve to reroll any save.","","Una volta al giorno, durante una sfida:|• immune a scosso, spaventato e in preda al panico|• rimane cosciente sotto 0 pf|• può spendere un uso di Fermezza per ritirare un TS"
+2 to overcome|Spell Resistance,"",+2 a superare|Resistenza agli Inc.
"Cannot rage, run or charge|while fatigued.","","Non può entrare in Ira, correre o caricare|mentre è Affaticato"
coins,"",Monete  
Value,"",Valore
Harm,"",Ferire
