Original,Part of,Translation
Skills Used Today,,Talents utilisé aujourd'hui
9d6,,9d6
Spellcraft,,Art de la magie
d20 +,,d20 +
Screen,,Écran
BONUS FEAT,,DON SUPPLEMENTAIRE
Antipaladin|Level,,Antipaladin|Niveau
Stat,,Stat
WILL BONUS,,BONUS DE VOLONTÉ
Piloting|Ranks,,Rangs de|Pilotage
ENHANCE MAGICAL TATTOO,,AMÉLIORE TATOUAGE MAGIQUE
MEMORY MODULE,,MODULE MÉMORIEL
Overwhelming,,Écrasante
Inspiration bonus is now 2d6,,Le bonus d'inspiration est maintenant de 2d6
ASTRAL SUIT,,COMBINAISON ASTRALE
VIGILANTE IDENTITY,,IDENTITÉ DE JUSTICIER
Short,,Court
Invisibility Sphere,,Sphère d'invisibilité
Defensive Casting Bonus is double the Attack Penalty taken,,Le bonus de lancer de sort sur la défensive est le double de la pénalité d'attaque choisie
Craft Wondrous Item,,Création d’objets merveilleux
Damage|Bonus,,Bonus|de Dégâts
Wall of Stone,,Mur de pierre
Darkvision,,Vision dans le noir
Bastard Sword,,Épée bâtarde
Cause enemies within 30ft to become shaken,,Les ennemis dans un rayon de 9m sont secoués
to Humanoid form:,,à la forme humanoïde :
Favoured| Enemy,,Ennemi|juré
PATHFINDER SOCIETY,,SOCIÉTÉ PATHFINDER
Immune to petrification.,,Immunisé contre la pétrification
Concentration|Bonus,,Bonus de|concentration
NEUTRAL,,NEUTRE
Defining Features,,Caractéristiques déterminantes
Sign,,Panneaux
+ 1d6,,+ 1d6
d6 / 2d6,,d6 / 2d6
EMPTY BODY,,DÉSERTION DE L'ÂME
Item Creation,,Création d'objets
Athletics,,Athlétisme
EFFECTS,,EFFETS
cr,,cr
Biometrics,,Données biom.
Spend 1 resolve and diplomacy to allow all|crew members to take the better of two rolls.,,Dépensez 1 pp et réussissez un test de diplomatie|pour que tout l’équipage prenne le meilleur de deux jets.
ARMOUR CLASS,,CLASSE D'ARMURE
FLY,,PROPULSION
Spell|Save DC,,Sort|DD sauvegarde
Enhancement|Cost,,Coût d'amélioration
HEALING|POINTS,,POINTS DE VIE|SOIGNES
Examine magical auras to learn about a|magical object or person.,,Examine les auras magique pour apprendre au sujet d'|un objet magique ou une personne
+2 Constitution,,+2 Constitution
Skill Enhancement,,Amélioration de compétence
COMBAT REFLEXES,,RÉFLEXES DE COMBAT
DEEP KNOWLEDGE,,SAVOIR PROFOND
Blinded,,Aveuglé
Times per day,,Fois par jour
Mage Armour,,Armure de mage
HURLER!,,HURLER!
"Once a day, cast any spell from your spellbook|(excluding opposed schools; cannot use metamagic)",,"Une fois par jour, lancez n'importe-quel sort depuis votre grimoire|(écoles opposées exclues; n'inclut pas la métamagie)"
SEA SINGER,,CHANTEUR DES MERS
WELL-VERSED,,Erudition
Revert to base form at dawn or after 8 hrs rest.,,Retourne à la forme de base à l'aube ou après 8 heures de repos.
Energy Resistance increases to 10 at level 20,,Résistance a l'énergie augmente de 10 au niveau 20
CONTROL SPIRIT,,ESPRIT DE CONTRÔLE
Profession (butcher),,Profession (boucher)
Exocortex|Levels,,Niveaux|d’Exocortex
(MONK),,(MOINE)
Knowledge (history),,Connaissance (histoire)
CHANNEL POSITIVE ENERGY,,CANALISATION D'ENERGIE POSITIVE
Raise or lower light levels.,,Augmente ou réduit le niveau de luminosité.
Mobility,,Mobilité
Purity of Body,,Pureté physique
PF-RPG,,PF-JDR
Copyright © Marcus Downing,,Copyright © Marcus Downing
With all Envoy proficient weapons:,,Avec armes d'Émissaire si formé :
"Acrobatics, Fly",,"Acrobaties, Vol"
Fire Seeds,,Graines de feu
Regain one use of mythic power per hour.,,Regagnez une utilisation de pouvoir magique par heure
TRUE DEFENDER,,VRAI DÉFENSEUR
Armour|Check|Penalty,,Pénalité|d'Armure
Halfling,,Hobbit
Trap|Sense,,Sens|des pièges
CELESTIAL HEART,,COEUR CÉLESTE
+4 Stealth,,+4 Discrétion
Brawler’s Strike,,Frappe de lutteur
Science,,Science
Repair or boost systems,,Réparer ou optimiser les systèmes
SOLDIER,,SOLDAT
+2 speed,,+2 à la vitesse
Applies to small arms and operative melee weapons,,Armes légères ou de corps à corps d’Agent
IN WINTER,,EN HIVER
50 coins weighs 1lb,,"50 pièces pèsent 0,5 kg"
Arcane Pool|Cost,,Coût de|réserve magique
Rova,,Rova
MYTHIC POWER,,POUVOIR MYTHIQUE
Tiring Critical,,Critique fatiguant
"To calculate resolve points, divide your level by two (rounded|down, but always at least 1) and add your class’ key ability|modifier.",,"Pour calculer vos points de persévérance, divisez votre|niveau par deux (arrondi à l'inférieur, minimum 1) et ajoutez|le modificateur de votre caractéristique essentielle."
AFFLICTED LYCANTHROPE,,LYCANTHROPE INFECTÉ
From level 5:,,Depuis le niveau 5:
Twice a day,,Deux fois par jour
Greater Weapon Specialisation,,Spécialisation martiale supérieure
Blasphemy,,Blasphème
"Spend up to five consecutive standard actions studying|a target, each granting one of:",,"Dépenser jusqu'à cinq actions simples consécutives à étudier|une cible, chacune vous conférant un effet parmi :"
• Bleed,,• Saigne
"On a successful saving throw against a|non-mythic effect, suffer no effects.",,"Sur un jet de sauvegarde réussit contre|un effet non mythique, ne subissez aucun effet."
MONK,,MOINE
IX,,IX
N/A,,N/A
SKILL RANKS,,RANGS DE COMP.
Engineering to give one system a boost:,,Test d'ingénierie pour amplifier un système :
6 to 10,,6 a 10
Aggressive,,Agressif
Dex,,Dex
Recover all hit points with 8 hours rest,,Récupérez tous vos points de vie après 8h de repos
CHA - 4,,CHA - 4
MALFUNCTIONING,,DISFONCTIONNEMENT
4 tricks,,4 inductions
Paladin|Level,,Paladin|Niveau
• Fascinated,,* Fasciné
SUPERIOR RIG,,INTERFACE SUPÉRIEURE
Disguise self as similarily shaped creature,,Se déguisé en une créatures de même taille
Move action,,Action de mouvement
Class|Bonus,,Bonus|Classe
STRENGTH,,FORCE
WEAPON ENHANCEMENT,,AMÉLIORATION DE L'ARME
Slow Fall 40 ft,,Chute ralentie 12m
TAXATION,,TAXES
Unlimited uses|per day,,Utilisations illimitées|par jour
SWASHBUCKLER,,BRETTEUR
"If successful, do bonus damage and target is flat-footed.",,"Si le test réussi, dégâts bonus et cible prise au dépourvu."
to confirm criticals,,aux confirmations de critiques
Languages,,Langues
OVERRIDE,,FORÇAGE
LONG JUMP,,SAUT EN LONGUEUR
Your custom rig counts as any special kit up to Level 6.,,Votre interface compte comme une trousse de niv. 6 max.
Poison,,Poison
BASE ATTACK|BONUS,,BONUS DE BASE|A L'ATTAQUE
TOTAL,,TOTAL
MASTER STRIKE,,COUP DE MAÎTRE
Arcane|Health|Points,,Points de|santé|magique
Computers check to scan enemy ship.,,Test d'informatique pour scanner un vaisseau ennemi.
Upgraded|Modifier,,Mod.|Amélioré
Temporary resolve points to spend on|connection powers.,,Points de persévérance temporaires à utiliser|avec les pouvoirs de connexion.
Fly; piloting check to reduce turning distance 1.,,Un test de pilotage réduit la distance pour virer de 1.
Attained,,Achevé
"Spend 1 resolve to fire one weapon.|If shields are depleted on that quadrant,|do critical damage to a random system.",,"Dépensez 1 pp, tirez avec une arme. Si les|boucliers sont épuisés sur cet arc, infligez des|dégâts critiques à un système aléatoire."
Disarm Traps,,Désarmer les pièges
Take 10 on Spellcraft checks to identify magic items or decipher scrolls.,,Prenez 10 sur les tests d'Art de la Magie pour identifier les objets magiques ou déchiffrer les parchemins.
Temp Attack,,Attaque temp.
"Add 1d6 to Knowledge, Linguistics or Spellcraft",,"Ajoute 1d6 à Connaissance, Linguistique ou Art de la magie"
Add your INT to initiative.,,Ajoutez votre INT a votre initiative
Frame,,Armature
DEFLECTION|BONUS,,BONUS DE|PARADE
Craft:|Alchemy,,Artisanat:|alchimie
Bonus,,Bonus
"Each time you cast a 6th level spell, regain 1 rp.",,"Quand vous lancez un sort de niveau 6, regagnez 1 pp."
Rage 4/day,,Rage 4/jour
CHARACTER,,PERSONNAGE
Barbarian|Level,,Barbare|Niveau
Stun (or other effects) target for one round,,Etourdi (ou autres effets) la cible pour un round
DETECT EVIL,,DETECTION DU MAL
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Coup de maître ne peut pas être utilisé à nouveau sur la même cible dans les|24 heures, qu'elle réussisse son jet de vigueur ou non."
Freedom of Movement,,Liberté de mouvement
Attribute|modifiers,,Mod. de|caractéristique
2 ki points,,2 points de ki
MAP FIGURE,,IMAGE
DIAMOND SOUL,,CORPS DE DIAMANT
TATTOOS,,TATOUAGES
ICM bonus,,Bonus MCI
APPEARANCE,,APPARENCE
CARRYING CAPACITY,,CAPACITÉ DE PORTAGE
EXOCORTEX,," EXOCORTEX"
BONUS,,BONUS
Improved Bull Rush,,Science de la Bousculade
Treasurer,,Trésorier
Improved Shield Bash,,Science du Coup de Bouclier
Knowledge: Religion,,Connaissances: Religion
SUPERNOVA,," SUPERNOVA"
+ INT,,+ INT
Origin,,Origine
COMBAT MANOEUVRES,,MANOEUVRES DE COMBAT
Level|Adjustment,,Ajustement|de niveau
Knowledge: Dungeoneering,,Connaissances: Exploration
SENSORS,,DÉTECTEURS
Current Shape,,Forme actuelle
THRESHOLD,,SEUIL
MAGUS,,MAGUS
Gain a skill rank in each focus skill each level.,,+1 rang dans chaque Talent de comp. par niveau.
"Bluff, Disguise",,"Bluff, Déguisement"
Good|Save,,Bonne|Sauvegarde
Key Ability,,Caractéristique essentielle
STR,,FOR
Effective|Spell Level,,Niveau effectif|du sort
KNOWLEDGE: SPIRITS,,CONNAISSANCES: ESPRIT
Experience,,Expérience
"Racial,|Feats,|Synergy",,"Racial,|Dons,|Synergie"
Purchase starting equipment,,Achetez votre équipement de départ
Soul Breaker,,Briseur d'ame
No longer age.,,Ne vieillis plus.
Profession (engineer),,Profession (ingénieur)
Current clip,,Chargeur courant
SPEECH,,DISCOURS
AC,,CA
Weapon Specialisation:,,Spécialisation martiale:
PARTY FUNDS,,FONDS DE GROUPE
PARTY,,ÉQUIPE
RESOLVE ATTUNEMENT,,PERSÉVÉRANCE HARMONISÉE
ROGUE,,ROUBLARD
action,,action
Profession (librarian),,Profession (bibliothécaire)
"As a swift action create an aura of protection from evil for allies within 20ft.|Grants +4 deflection bonus to AC, +4 resistance bonus to saving throws.",,"En action rapide, crée une aura de protection du mal pour les alliés dans les 6m.|Donne +4 de parade à la CA, +4 de résistance aux jets de sauvegarde."
1ft,,"0,30 m"
"If used on an item in somebody’s possession, they can|attempt a reflex save to evade.",,"Utilisé sur l’appareil de quelqu’un d’autre, le propriétaire peut|tenter un jet de Réflexes pour annuler cet effet."
Weapon Finesse,,Attaque en finesse
STATS,,STATS
• Panicked,,* Paniqué
PREPARED ARCANE SPELLS,,SORTS PROFANES PRÉPARÉS
Craft:|traps,,Artisanat:|pièges
FUNDAMENTALS,,FONDAMENTAUX
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative",,"+1 d'insécurité pour chaque attribut (Économie, Loyauté ou Stabilité) qui est négatif"
READ MAGIC,,LECTURE DE LA MAGIE
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.",,"Si vous prenez un niveau dans une classe de prédilection, choisissez un point de vie ou point de compétence supplémentaire.|Certaines classes peuvent avoir d'autres options disponibles."
AUDACIOUS GAMBIT,,TACTIQUE AUDACIEUSE
ABUNDANT STEP,,PAS CHASSE
FRIENDS AND FOES,,AMIS ET ENNEMIS
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty",,"L'exécuteur royal peut réduire l'insécurité de 1, mais il faut alors faire un test de loyauté ou perdre 1 en loyauté"
Shield total,,Bouclier total
"All ships roll piloting check, and move in order|from lowest to highest. Ships without a pilot|act on 0. Pilots may attempt manoeuvres.",,"Les vaisseaux sans pilote se déplacent, puis les|autres dans l’ordre croissant de leur jet de pilotage.|Les pilotes peuvent tenter des manoeuvres."
Weapon Specialisation,,Spécialisation martiale
ARCANE BOND,,PACTE MAGIQUE
Perform (percussion),,Représentation (percussions)
Protection from Arrows,,Protection from arrows
Spell Resistance stolen from,,Résistance à la magie volée à
SHIP,,VAISSEAU
Enchantment,,Enchantement
Speed,,Rapidité
AURA OF FAITH,,AURA DE FOI
DRACONIC SKIN,,PEAU DRACONIQUE
days,,jours
Chassis|Bonus,,Bonus|du Chassis
Scry on familiar,,Scrutation sur le famillier
5d6,,5d6
GOOD,,BON
3/day,,3/jour
Token,,Signe
d6,,d6
PORT,,BÂBORD
APOTHECARY,,APOTHICAIRE
Deadeye,,Boût portant
FLIP AND BURN,,VOLTE-FACE
NPC GROUP,,GROUPE DE PNJ
2d6 +,,2d6 +
Communicate with spirit,,Communication avec l'esprit
"If multiclassing, remember to add up the values from all your classes.",,"En cas de multiclassage, souvenez-vous de prendre les sommes des valeurs pour toutes les classes."
DURATION,,DUREE
Spend one use of mythic power to regain half yourmaximum hit points and use of any limited daily abilities,,Dépenser une utilisation de pouvoir mythique pour récupérer la moitié de vos points de vie maximum et l'utilisation de toute compétence à utilisation quotidienne limitée
3d6,,3d6
QUEST ITEMS,,OBJETS DE QUETE
STUNTS,,FIGURES ACROBATIQUES
Attack penalty when making|a full attack,,Malus d'attaque lors d'une|attaque à outrance
Act,,Théâtre
Bond Senses,,Sens liés
FRIEND,,AMI
STUNT,,FIGURE ACROBATIQUE
Owl’s Wisdom,,Sagesse du Hibou
ECHO EFFECT,,EFFET D'ECHO
1d4,,1d4
FALL,,CHUTE
Craft (carver),,Artisanat (sculpture)
Half-orc,,Demi-orc
Weapon type,,Type d'arme
Bonus to ally’s concentration and caster level checks.|Only applies half when used to support an arcane spellcaster oran ally using a magical item.,,Bonus à la concentration et aux tests de niveau de lanceur de sort d'un allié.|Ne s'applique qu'à moitié lors du support d'un lanceur de sorts profanes ou d'un allié utilisant un objet magique.
Heavy Load,,Charge lourde
From level 3:,,Depuis le niveau 3:
DUAL IDENTITY,,DOUBLE IDENTITÉ
Summoned|Today,,Convoqués|Aujourd'hui
Caster|Level,,NLS
Morale|Bonus,,Bonus|de moral
FORE,,PROUE
"As a move action, designate a target for your|exocortex to track. As long as you can see the target,|get constant status feedback and a bonus to hit.",,"En une action simple, désignez une cible à verrouiller.|Tant que vous voyez la cible, vous avez ses infos et|techniques de combat et un bonus à l’attaque."
DIVINE GRACE,,GRACE DIVINE
"Does not affect androids, robots, drones, cybernetics,|powered armour, technological creatures or items|larger than Medium size.",,"N’affecte pas les androïdes, robots, implants cybernétiques,|drones, armures assistées, créatures technologiques ou|objets plus grands qu’une taille M."
per successive hit,,par coup successif
Calistril,,Calistril
HUNTER’S BOND,,PACTE DU CHASSEUR
Abjuration,,Abjuration
Improved Critical,,Critique Amélioré
CHOOSE A THEME,,CHOISISSEZ UN THÈME
ft,,m
Name,,Nom
"Add your wisdom modifier to attack, damage,|AC, skill checks, ability checks, saving throws,|initiative rolls and speed (gain 5ft per point)",,"Ajoutez votre mod. de sagesse à l'attaque, dégâts,|CA, tests de comp., tests de carac., jets de sauvegarde,|jets d'initiative et vitesse (1,5m par point)"
MOUNT,,MONTURE
FEAR EFFECT,,EFFET DE PEUR
Mysteries,,Mystères
QUAD TRACKING,,QUADRUPLE VERROUILLAGE
Thrice a day,,Trois fois par jour
Holy,,Sacré
Duchy,,Duché
Maximum|Penalty,,Pénalité|maximale
USER INTERFACE,,INTERFACE UTILISATEUR
UNSPENT CREDITS,,CRÉDITS NON DÉPENSÉS
Always overcome|Spell Resistance,,Vainc toujours la|résistance à la magie
"This saving throw DC is also used for Overload, Override|and attempts to identify the source of Remote Hack.",,"Le DD de ce jet de sauvegarde est aussi utilisé pour Surcharge, Forçage|et les tentatives pour identifier la source de Piratage à Distance."
Slow Fall 20 ft,,Chute ralentie 6m
"Item can communicate with its wielder,|regardless of language.",,"L'objet peut communiquer avec son possesseur,|ignorant les barrières de langage."
"You may use Combat Tracking and Wireless Hack|at the same time, but the computer being hacked|counts as one tracking target.",,"Vous pouvez utiliser verrouillage de cible et piratage|sans fil en même temps, mais l’ordinateur piraté|compte comme une cible verrouillée."
Instant Alchemy,,Alchimie instantanée
CONTROLLED|SPIRITS,,ESPRITS|CONTROLLES
Arms,,Bras
Districts,,Provinces
sq,,c.
LOCKOUT,,VERROUILLAGE
FEMALE,,FEMME
+4 Climb,,+4 Grimpe
Unrest,,Insécurité
Bulk,,Volume
STEP ONE,,ÉTAPE UN
TEAMWORK FEATS,,DONS D'EQUIPE
CATCH LEDGE,,SE RATTRAPER
+1 enhancement (does not stack),,+1 d'altération (ne se cumule pas)
ITEM’S TOTAL|EGO SCORE,,SCORE TOTAL|D'EGO DE LO'BJET
Craft (stone masonry),,Artisanat (maçonnerie)
-2 burn,,-2 brulure
FAVOURED ENEMIES,,ENNEMIS JURÉS
Inventory,,Inventaire
DT,,SD
Extract|Save DC,,DD de sauvegarde|des extraits
Fire one weapon at -2.,,Faites feu avec une arme à -2.
AFFILIATIONS,,AFFILIATION
SPELL RANGES,,PORTÉE DES SORTS
Race,,Race
Perform (act),,Représentation (scène)
ARCHIVIST,,ARCHIVISTE
TECHNOMANCER,,TECHNOMANCIEN
Personality,,Personnalité
Profession (woodcutter),,Profession (bûcheron)
Weapon|Enhancement|Bonus,,Bonus|d'amélioration|de l'arme
"From level 10, a Rogue|can take Advanced Talents",,"À partir du niveau 10, un Roublard|peut choisir des talents de maître roublard"
DRIFT,,DRIFT
Apply your Arcane Luck ability after the roll has been made.,,Appliquez votre capacité de Chance Magique après que le jet ai été fait.
against larger foes,,contre les ennemis plus grands
Max|Attacks,,Attaques|maximales
"Once a day, cast any spell you know, of any level.",,"Une fois par jour, lancez un sort que vous connaissez."
SPELL COMBAT,,COMBAT MAGIQUE
"dark vision, lesser resistant armour, life bubble or spider climb",,"vis. dans le n., armure min. de rés., bulle de vie ou pattes d’arai."
WEAPON DETAILS,,DÉTAILS DES ARMES
GLITCHING,,DYSFONCTIONNEMENT
Allies within 10ft get +4 to saves against fear effects.,,Les alliés a moins de 3m gagnes +4 de sauvegarde contre les effets de peur
FEAT,,DON
Vestiges,,Vestiges
Spend a move action to directly control your drone.|It gets a move action and a standard action.,,Utilisez une action de mouvement pour contrôler votre|drone : il a une action simple et une de mouvement.
OVERBURDENED,,SURCHARGÉ
Flurry of Blows Attack Bonus,,Bonus d'attaque du Déluge de coups
DEFENCE,,DEFENSE
Take 10 minutes to|heal one ally.,,Prend 10 minutes pour|soigner un allié.
5ft,,"1,5 m"
ACTION DIFFICULTY,,DIFFICULTÉ DES ACTIONS
Racial abilities,,Capacités raciales
Endurance,,Endurance
Hunter|Level,,Niveau de|Chasseur
"At 2nd, 6th, 10th, 14th and 18th level, learn an extra necromancy spell from any arcane spell list",,"Aux niveaux 2, 6, 10, 14 et 18, apprenez un sort de nécromancie supplémentaire de n'importe quelle liste de sorts profane"
KINGDOM MANAGEMENT,,GESTION DU ROYAUME
HYBRID FORM,,FORME HYBRIDE
DRUID,,DRUIDE
+4 Dexterity,,+4 Dextérité
III,,III
Abundant Step,,Pas Chassé
Rage 2/day,,Rage 2/jour
Advanced Talents,,Talents de maître roublard
Spell Resistance,,Rés. à la magie
Character name,,Nom de personnage
Craft (glass),,Artisanat (travail du verre)
Computers check to move shield points|or redistribute shield points equally.,,Test d'informatique pour déplacer d'un arc à l'autre des|points de boucliers ou pour les équilibrer entre les 4 arcs.
Survival,,Survie
TERROR,,TERREUR
Farms,,Fermes
(BARD),,(BARDE)
Enemies within 10ft are shaken for 1rd + 1rd per 5 over the DC.,,Les ennemis à 3m sont secoués pour 1 tr + 1 tr par 5 au-delà du DD.
+6 Constitution,,+6 Constitution
INT - 12,,INT - 12
"Succeed at a hacking check by 20 or more to gain|root access, allowing unrestricted access.",,"Réussissez un jet de piratage d’au moins 20 points|pour avoir un accès racine, sans aucune restriction."
Spell Save DC = 10 + INT + Spell Level,,DD de jet de sauvegarde d'un sort = 10 + INT + niveau de sort
LEADERSHIP ROLES,,RÔLES DE COMMANDEMENT
Use any skill as if you were trained,,Utiliser n'importe quelle compétence comme si vous étiez formé
Turning,,Virer
Elf,,Elfe
Armour|Class,,Classe|d'armure
gp,,po
Extracts|per day,,Extraits|par jour
Does not detect any other evil auras nearby.,,Ne peut détecter aucune autre auras maléfique aux alentours.
Quivering Palm,,Main tremblante
Buff,,Amélioration
DC = 20 +,,DD = 20 +
Combat expertise,,Expertise du combat
Shoulders,,Epaules
CON,,CON
AC Penalty,,Pénalité à la CA
INT,,INT
d100,,d100
Basic|Damage,,Dégâts de base
Wep.Spec.,,Spéc.Mar.
+1 per level,,+1 par niveau
Scenario,,Scénario
"Fire weapons, in the same order as helm phase.|All ships fire before any damage is taken.",,Les vaisseaux font feu dans l’ordre de déplacement.|Ils tirent avant la résolution des dégâts.
÷ 5 ] × 5ft,,"÷ 5 ] × 1,5m"
-1 burn,,-1 brûlure
DEITY,,DIVINITÉ
to attacks of opportunity,,aux attaques d'opportunité
Caster Levels,,Niveaux de lanceur de sort
HOLD IT TOGETHER,,MAINTENIR L'INTÉGRITÉ
Area / Target,,Zone / Cible
Worn Items,,Objets Portés
+2 to caster level checks to overcome spell resistance.,,+2 aux tests de lanceur de sorts pour vaincre la résistance à la magie
DIFFICULTY,,DIFFICULTÉ
Your custom rig now functions as a computer.,,Votre interface perso. fonctionne comme un ordinateur.
• Confused,,• Confus
Artiste,,Artiste
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act",,"La pénalité s'applique à l'économie, la loyauté et la stabilité|À partir de 10, commence à perdre le contrôle des hexagones|À partir de 20, toutes les sauvegardes tombent à 0 et le royaume ne peut pas agir"
Greater two-weapon fighting,,Combat à deux armes supérieur
COMMON DCs,,DDs COURANTS
UPKEEP,,MAINTIEN
WITCH,,SORCIÈRE
Bloodline powers,,Pouvoirs de lignage
EFFECTIVE|SPELL LEVEL,,NIVEAU EFFECTIF|DU SORT
Maker’s call,,Appel du créateur
COMBAT ABILITIES,,CAPACITÉS DE COMBAT
"Knowledge checks of one of your identities do not reveal anything|about the other, unless you have been unmasked.",,"Les tests de connaissance pour l'une de vos identités ne révèlent rien|à propos de l'autre, à moins que vous ne soyez démasqué"
"This document uses trademarks and/or copyrights owned by Paizo Publishing, LLC, which are used under Paizo's|Community Use Policy. We are expressly prohibited from charging you to use or access this content.|This document is not published, endorsed, or specifically approved by Paizo Publishing.",,"Ce document utilise des marques et/ou droits d'auteur détenus par Paizo Publishing, LLC, utilisés conformément à la|politique de Paizo sur l'utilisation par la communauté. Il nous est interdit de vous faire payer pour utiliser ou|accéder à ce contenu. Ce document n'est pas publié, soutenu ou spécifiquement approuvé par Paizo Publishing."
DEX,,DEX
Country,,Pays
2d6 / 3d8,,2d6 / 3d8
LEVELS,,NIVEAUX
All medium and small races move at 30ft per round|unless stated otherwise.,,Les races de taille M et P se déplacent à 9m par round|sauf indication contraire.
DEEDS,,EXPLOITS
RANGED,,DISTANCE
Strength,,Force
AC BONUS,,CA BONUS
Damage:,,Dégâts:
To cast a spell without|your bonded object.,,Lancer un sort sans|votre objet fétiche
UNCHAINED,,DECHAINÉ
Soul,,Âme
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.",,"Aux niveaux impairs, vous devez choisir un don.|Assurez vous que votre personnage rempli les préconditions du don."
Cause an enemy to die of joy or sorrow,,Cause la mort d'un ennemi par un excès de Joie ou de Tristesse
Arcane Luck,,Chance Magique
Profession (baker),,Profession (boulanger)
Startling Shot,,Tir déroutant
LANGUAGES,,Langues
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),,Mod. de Carac. = (Valeur de la Carac. -10) /2 (arrondi à l'inf.)
d <dice>,,d
Armour|Bonus,,Bonus|d'armure
rks,,rgs
Fatigued|Penalty,,Fatigué|Pénalité
Weapon Focus,,Arme de prédilection
Craft any alchemical item as a full round action|Apply a healing salve as a swift action,,Fabriquez n'importe quel objet alchimique en une action complexe|Appliquez une salve de soin en une action rapide
15 Acrobatics,,15 Acrobaties
PARTY INVENTORY,,INVENTAIRE DE L'EQUIPE
Envoy|Level,,Niveau|d'Émissaire
EXPERT RIG,,INTERFACE SPÉCIALISÉE
Earth,,Terre
"(Round down, min 1)",,"(arrondi à l'inférieur, min 1)"
Craft (shoes),,Artisanat (souliers)
EQUIPMENT,,EQUIPEMENT
bp,,pc
KAC,,CAC
Greater Two-weapon Fighting,,Combat à deux armes supérieur
Mounted Speed,,Vitesse en monture
SEAMLESS GUISE,,DÉGUISEMENT PARFAIT
"When casting a spell and attempting a melee attack against the same target, choose one of:",,"Lors d'un lancer de sort et d'une attaque de corps à corps contre la même cible, choisissez un parmi :"
CLASSES,,CLASSES
Favoured class,,Classe de prédilection
Fighter,,Guerrier
Attempt same skill to grant +2 to another’s check.|Diplomacy to grant +2 to another’s check.,,Test de la même comp. pour donner +2 à un autre.|Test de diplomatie pour donner +2 à un autre.
Specialisation,,Spécialisation
9ft,,"2,70 m"
Keen,,Acéré
Creature Name,,Nom de créature
100 ft,,30 m
OATHBOUND PALADIN,,PALADIN ASSERMENTE
"On a successful surprise attack, opt to demoralise enemies.",,"Sur une attaque surprise réussie, possibilité de démoraliser les ennemis."
SUMMONER|LEVEL,,Niveau de|Conjurateur
Vacancies,,Postes vacants
Spell Failure,,Echec des sorts
Half-elf,,Demi-elfe
OPERATIVE,,AGENT
WIRELESS HACK,,PIRATAGE À DISTANCE
Erases data after a number of failures.,,Efface les données après un nombre d’intrusions|détectées.
2d8,,2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Modificateur de Caractérisitque =| (Score Total de la Caractéristique - 10) ÷ 2
Base attack bonus and saving throws,,Bonus de base à l'attaque et jets de sauvegarde
STATUS,,STATUT
Crew Member,,Membre d'Équipage
Light <weight>,,Léger
GUNNERY,,PHASE DE CANONNAGE
Current|Burn,,Brûlure|actuelle
EVADE,,ÉVASION
Manyshot,,Feu nourri
Stamina|Points,,Points|d'Endur.
Base Save,,Bonus de base
Arcane Strike,,Frappe magique
TURRET,,TOURELLE
Linguistics,,Linguistique
HIT POINTS & SKILL RANKS,,POINTS DE VIE & RANGS DE COMPETENCES
ENVOY IMPROVISATION,,IMPROVISATION DE L’ÉMISSAIRE
"When rolling a specialisation skill, roll twice and take the|better of the two.",,"Lors d’un test de compétence spé., lancez deux fois le dé|et choisissez le meilleur résultat."
Ki Pool,,Réserve de ki
Clip size,,Taille du chargeur
MESMERIST TRICKS,,INDUCTIONS D'HYPNOTISEUR
4/day,,4/jour
Profession (gambler),,Profession (joueur)
Immune to fear effects including magic.,,"Immunisé contre les effets de peur, incluant les effets magiques"
Manoeuvrability,,Manoeuvrabilité
Disguise,,Déguisement
"When you and your drone attack the same|target, you both gain +1 to attack.",,"Quand vous attaquez la même cible, vous et|votre drone avez un bonus d’attaque de +1."
SPENT CREDITS,,CRÉDITS DÉPENSÉS
Bonus to reflex saves and AC against traps.,,BOnus aux jets de réflexes et CA contre les pièges
3d8,,3d8
Long arms,,Armes longues
Arcane|Pool Cost,,Coût de|réserve magique
allies within,,est donnée aux alliés
Hide,,Cache
Saving throws against mythic effects|are unaffected.,,Les jets de sauvegardes contre les|effets mythiques ne sont pas affectés.
SIZE,,TAILLE
Wireless Hack no longer counts as a|tracking target.,,L’ordinateur piraté ne compte plus comme|une cible verrouillée.
Fill in the sheet with your class abilities.,,Remplissez la feuille avec vos capacités de classe.
"With your customised toolkit, you have the equipment for any|Computers or Engineering skill check.",,"Avec votre outil personnalisé, vous avez l’équipement pour les tests|d’Informatique ou d’Ingénierie."
ENGINES,,MOTEURS
• Cowering,,• Recroquevillé sur soi même
30 ft,,9m
Perfect Self,,Perfection de l’être
Player,,Joueur
Power Points,,Points de Pouvoir
INCOME,,REVENUS
