Original,Part of,Translation
RAGE!,RAGE! DURATION,FÚRIA!
DURATION,RAGE! DURATION,DURAÇÃO
AURA,AURA|DURATION,AURA
DURATION,AURA|DURATION,DURAÇÃO
WISDOM|CHECK,WISDOM|CHECK BONUS,TESTE DE SABEDORIA
BONUS,WISDOM|CHECK BONUS,BÔNUS
RAGE!,RAGE! POWERS |KNOWN,FÚRIA!
POWERS,RAGE! POWERS |KNOWN,PODERES
KNOWN,RAGE! POWERS |KNOWN,CONHECIMENTO
SPECIALITY,SPECIALITY SCHOOL,ESPECIALIDADE
SCHOOL,SPECIALITY SCHOOL,ESCOLA
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestria em arma
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Alcance de crítico aumentado e sempre confirma golpes críticos
CREATURES AFFECTED,CREATURES AFFECTED TOTAL HIT DICE,CRIATURAS AFETADAS
TOTAL HIT DICE,CREATURES AFFECTED TOTAL HIT DICE,DADOS DE VIDA TOTAIS
USES,USES|PER DAY,USOS
PER DAY,USES|PER DAY,POR DIA
Cost:,Cost: 1 pt,Custo:
1 pt,Cost: 1 pt,1pt
"30ft cone of fire, deals 2d6 damage -","30ft cone of fire, deals 2d6 damage - 4 ki points","cone de fogo de 9m, dá 2d6 de dano -"
MELEE ATTACK,MELEE ATTACK|BONUS,ATAQUE CORPO A CORPO
BONUS,MELEE ATTACK|BONUS,BÔNUS
TEAMWORK,TEAMWORK|FEATS,TRABALHO EM EQUIPE
FEATS,TEAMWORK|FEATS,TALENTOS
KINETIC,KINETIC ARMOUR CLASS,CINÉTICO
ARMOUR CLASS,KINETIC ARMOUR CLASS,CLASSE DE ARMADURA
Level 16:,Level 16: Twice per day,Nível 16:
Twice per day,Level 16: Twice per day,Duas vezes por dia
5ft,÷ 5 ) × 5ft,1.5m
DC,DC 30,CD
Charm Person,Charm Person 2/day,Encantar Pessoa
2/day,Charm Person 2/day,2/dia
Use,Use INT in place of WIS on Will saves for this round.,Use
INT,Use INT in place of WIS on Will saves for this round.,INT
in place of,Use INT in place of WIS on Will saves for this round.,no lugar de
WIS,Use INT in place of WIS on Will saves for this round.,SAB
on Will saves for this round.,Use INT in place of WIS on Will saves for this round.,para testes de Vontade neste turno
Swap Places,Swap Places    Switch places with an ally,Trocar de Lugar
Switch places with an ally,Swap Places    Switch places with an ally,Troca de lugar com um aliado
EXTRA,EXTRA|RAGE!,EXTRA
RAGE!,EXTRA|RAGE!,FÚRIA!
RAGE!,RAGE! CONVERSION,FÚRIA!
CONVERSION,RAGE! CONVERSION,CONVERSÃO
ARMOUR,ARMOUR BONUS,ARMADURA
BONUS,ARMOUR BONUS,BÔNUS
"loyalty,","+3 loyalty, +4bp consumption","lealdade,"
+4bp,"+3 loyalty, +4bp consumption",+4bp
consumption,"+3 loyalty, +4bp consumption",consumo
WILL|SAVE,WILL|SAVE|BONUS,TESTE DE|VONTADE
BONUS,WILL|SAVE|BONUS,BÔNUS
MIGHTY,MIGHTY RAGE!,FÚRIA
RAGE!,MIGHTY RAGE!,PODEROSA!
KNOWLEDGE,KNOWLEDGE|BONUS,CONHECIMENTO
BONUS,KNOWLEDGE|BONUS,BÔNUS
Damage Reduction 3/,Damage Reduction 3/―,Redução de Dano 3/
Slow Fall,Slow Fall 80 ft,Queda Suave
MAX,MAX|POINTS,MAX
POINTS,MAX|POINTS,PONTOS
loyalty,-1 loyalty,lealdade
POWERS,POWERS|KNOWN,PODERES
KNOWN,POWERS|KNOWN,CONHECIDO
ATTACK /|DAMAGE,ATTACK /|DAMAGE|BONUS,DANO DE ATAQUE
BONUS,ATTACK /|DAMAGE|BONUS,BÔNUS
Wild Shape,Wild Shape|Become any small or medium animal or giant,Forma Selvagem
Become any small or medium animal or giant,Wild Shape|Become any small or medium animal or giant,Torna-se qualquer animal pequeno ou médio ou gigante
(which grants,(which grants +8 to Acrobatics checks for jumping),(concede
to Acrobatics checks for jumping),(which grants +8 to Acrobatics checks for jumping),para testes de acrobacias e saltar)
STUNNING FIST,STUNNING FIST|PER DAY,PUNHO ATORDOANTE
PER DAY,STUNNING FIST|PER DAY,POR DIA
CHANNEL,CHANNEL RANGE,CANALIZAR
RANGE,CHANNEL RANGE,ALCANCE
SLEIGHT OF|HAND,SLEIGHT OF|HAND|BONUS,PRESTIDIGITAÇÃO
BONUS,SLEIGHT OF|HAND|BONUS,BÔNUS
loyalty,+1 loyalty,lealdade
Shot on the Run,Shot on the Run    Attack at any point during your move,Tiro em Movimento
Attack at any point during your move,Shot on the Run    Attack at any point during your move,Ataca a qualquer momento durante seu movimento
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|BONUS,MANOBRA DE COMBATE
BONUS,COMBAT|MANOEUVRE|BONUS,BÔNUS
CURRENT,CURRENT|FEATS,CORRENTE
FEATS,CURRENT|FEATS,TALENTO
REROLL,REROLL|PER DAY,REROLAGEM
PER DAY,REROLL|PER DAY,POR DIA
TO TURN CREATURE,TO TURN CREATURE  MAX HIT DICE,EXPULSAR CRIATURA
MAX HIT DICE,TO TURN CREATURE  MAX HIT DICE,MÁXIMO DE DADOS DE VIDA
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",Nos níveis
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","e 16 você pode adicionar 1 a uma habilidade.|Se essa pontuação for um número ímpar, significa um aumento no modificador de habilidade."
RAGE!,RAGE!|TODAY,FÚRIA!
TODAY,RAGE!|TODAY,HOJE
AQUATIC,AQUATIC|BONUS,AQUÁTICO
BONUS,AQUATIC|BONUS,BÔNUS
TEMPORARY,TEMPORARY|HIT POINTS,TEMPORARIO
HIT POINTS,TEMPORARY|HIT POINTS,PONTOS DE VIDA
ETHERIAL,ETHERIAL|ROUNDS,ETÉREO
ROUNDS,ETHERIAL|ROUNDS,TURNOS
DETECT MAGIC,DETECT MAGIC|PER DAY,DETECTAR MAGIA
PER DAY,DETECT MAGIC|PER DAY,POR DIA
DANCE,DANCE|BONUS,DANÇA
BONUS,DANCE|BONUS,BONUS
Dexterity Score|Penalty:,Dexterity Score|Penalty: -2,Pontos de Destreza|Penalidade:
HEALING,HEALING HIT POINTS,CURAR
HIT POINTS,HEALING HIT POINTS,PONTOS DE VIDA
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|DEFENCE,MANOBRAS|DE COMBATE
DEFENCE,COMBAT|MANOEUVRE|DEFENCE,DEFESA
Back to Back,Back to Back     +2 to AC against flanking,Costas com Costas
to,Back to Back     +2 to AC against flanking,para
AC,Back to Back     +2 to AC against flanking,CA
against flanking,Back to Back     +2 to AC against flanking,Contra flanqueamento
ARMOUR,ARMOUR CLASS,ARMADURA
CLASS,ARMOUR CLASS,CLASSE
ATTACK PENALTY,ATTACK PENALTY|REDUCTION,PENALIDADE DE ATAQUE
REDUCTION,ATTACK PENALTY|REDUCTION,REDUÇÃO
POWER POINTS,POWER POINTS|MAX COST,PONTOS DE PODER
MAX COST,POWER POINTS|MAX COST,CUSTO MAX
Charge,Charge    -2 to AC for the rest of the round,Investida
to,Charge    -2 to AC for the rest of the round,a
AC,Charge    -2 to AC for the rest of the round,CA
for the rest of the round,Charge    -2 to AC for the rest of the round,pelo resto da rodada
CMD,CMD BONUS,DMC
BONUS,CMD BONUS,BÔNUS
DISPEL,DISPEL BONUS,DISSIPAR
BONUS,DISPEL BONUS,BÔNUS
PERFORMANCE,PERFORMANCE|PER DAY,ATUAÇÃO
DESERT,DESERT|BONUS,DESERTO
BONUS,DESERT|BONUS,BÔNUS
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,MANOBRA DE COMBATE
DEFENCE,COMBAT MANOEUVRE|DEFENCE,DEFENCIVA
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Combater com duas armas aprimorado
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Segundo ataque com sua arma de mão inábil
Scent 30ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",Farejar 9m
30ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",9m
60ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",18m
15ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",4.5m
Quick Draw,Quick Draw    Draw your weapon as a free action,Saque Rápido
Draw your weapon as a free action,Quick Draw    Draw your weapon as a free action,Saque sua arma como uma ação livre
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,CLASSE DE|ARMADURA
PENALTY,ARMOUR|CLASS|PENALTY,PENALIDADE
Knowledge -,Knowledge - INT|Profession - WIS,Conhecimento -
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Profissão -
WIS,Knowledge - INT|Profession - WIS,SAB
Greater,Greater RAGE!,Aprimorado
RAGE!,Greater RAGE!,FÚRIA!
DAMAGE,DAMAGE|REDUCTION,Redução de
REDUCTION,DAMAGE|REDUCTION,Dano
INSPIRATION,INSPIRATION|PER DAY,INSPIRAÇÃO
PER DAY,INSPIRATION|PER DAY,POR DIA
FORTITUDE,FORTITUDE|DC,FORTITUDE
DC,FORTITUDE|DC,CD
Masterwork,Masterwork     Doesn’t stack with magic bonus,Obra-prima
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Não acumula com bônus mágicos
Inflict extra damage -,Inflict extra damage - 1 ki point,Infligir dano extra -
1 ki point,Inflict extra damage - 1 ki point,1 ponto de Ki
BUILDINGS,BUILDINGS    Add buildings to towns,CONSTRUÇÕES
Add buildings to towns,BUILDINGS    Add buildings to towns,Adiciona construções as cidades
Mass suggestion,Mass suggestion   Influence 1 subject per level,Sugestão em Massa
Influence 1 subject per level,Mass suggestion   Influence 1 subject per level,Influência um sujeito por nível
HEALING,HEALING|POINTS,CURA
POINTS,HEALING|POINTS,PONTOS
(which grants,(which grants +4 to Acrobatics checks for jumping),(concede
to Acrobatics checks for jumping),(which grants +4 to Acrobatics checks for jumping),para testes de acrobacias e saltar)
+10 ft,Speed +10 ft,+10m
Thrice per day,,Três vezes por dia
Trap Sense +3,,Sentir Armadilha +3
5/magic,,5/magia
INSPIRE COMPETENCE,,INSPIRAR COMPETENCIA
Debit,,Débito
Profession (scribe),,Profissão (escriba)
STREETWISE,,CONHECIMENTO DAS RUAS
Cleric|Level,,Nível de|Clérigo
RANGE,,ALCANCE
"Once a day, use a shadowy imitation of a Sorcerer|or Wizard spell up to 4th level to attack your foes.",,"Uma vez por dia, use uma imitação sombria de uma magia (até nível 4)| de Mago ou Feiticeiro para atacar seus inimigos."
+2 saving throws against enchantment,,+2 de resistências contra encantamento
BONDED WEAPON,,ARMA VINCULADA
Druid Level,,Nível de Druida
Gender,,Gênero
CHAOTIC,,CAÓTICO
Profession (herbalist),,Profissão (herbalista)
Ki Pool (lawful),,Piscina de KI (leal)
Settlement name,,Nome do acampamento
Base Value,,Valor Base
INFUSION,,INFUSÃO
Soulknife|Level,,Lâmina da Alma|Nível
Summon monster II,,Invocar Monstro II
MEDIUM RANGE,,ALCANCE MÉDIO
"Diplomacy, Handle Animal",,"Diplomacia, Adestrar Animal"
Perform (dance),,Atuação (Dança)
Use your own caster level for calculating the DC of wands,,Use o seu próprio nível de conjurador para o cálculo do CD de varinhas
EVENT,,EVENTO
(INVESTIGATOR),,(INVESTIGADOR)
Trapfinding,,Encontrar Armadilhas
Spell resistance,,Resistência a Magia
Craft (sculptures),,Ofício (esculturas)
+10 to move at full speed,,+3m ao mover-se em velocidade máxima
Increase Caster Level,,Aumenta o Nível da Conjuração
Buffs,,Buffs
Healing|Today,,Cura|Hoje
ROGUE TALENTS,,TALENTOS DE LADINO
DR 5/— when wearing armour or using a shield,,RD 5/- quando vestindo armadura ou usando um escudo
Friendly,,Amigável
Belts,,Cintos
UNCONTROLLED RAGE!,,FÚRIA DESCONTROLADA!
Craft (armour),,Ofício (armadura)
Piloting,,Pilotagem
ROGUE’S EDGE,,LÂMINA DO LADINO
Acid Fog,,Neblina Ácida
BARD,,BARDO
Greater ),,Maior )
Your weapon and armour proficiencies,,Suas proficiências em armas e armaduras
Calculate your six ability modifiers,,Calcular seus seis mod. de habilidade
No Trace,,Não Rastreável
( BARBARIAN ),,( BÁRBARO )
WHOLENESS OF BODY,,INTEGRIDADE CORPORAL
Components,,Componentes
A successful strike with smite evil|bypasses damage reduction.,,Um golpe bem sucedido com punir o mal|ultrapassa redução de dano.
Any other racial abilities,,Quaisquer outras habilidades racias
Hit|Die,,Dado|de Vida
Mechanic|Level,,Nível de|Mecânico
to negate,,para negar
Cash,,Dinheiro
Spirit heal,,Cura espiritual
Bonus Spell,,Bônus de Magia
Knowledge (dungeoneering),,Conhecimento (Masmorras)
ITEM CREATION FEATS,,TALETOS DE CRIAÇÃO DE ITENS
Improved Grapple,,Agarrar Aprimorado
Subtype,,Subtipo
"Optionally, fix it with glue",,"Opcionalmente, concerte com cola"
Ability score upgrades,,Melhorias nas habilidades
VENGEANCE STRIKE,,GOLPE VINGATIVO
FAVOURED TERRAIN BONUS,,BÔNUS DE TERRENO PREDILETO
Mass Inflict Serious Wounds,,Infligir Ferimentos Sérios em Massa
Unarmed Strike,,Ataque Desarmado
RECUPERATION,,RECUPERAÇÃO
Add 1d6 to one attack roll,,Adiciona 1d6 na rolagem de ataque
Chest,,Peito
WILD TALENTS,,TALENTOS SELVAGENS
/  Town,,/ Cidade
Use your own CHA bonus for calculating the DC of wands,,Use o seu próprio bônus CAR para o cálculo do CD de varinhas
Temp|Score,,Pontuação|Temp.
FAVOURED TERRAINS,,TERRENO FAVORITO
Burrow,,Cavar
10 mins,,10 mins
+1 caster level  on any Paladin spell,,+1 nível de conjurador em qualquer magia de Paladino
MUTATED BLOODLINE,,MODIFICADOR DE LINHAGEM SANGUÍNEA
CON|Increase,,Incremento de CON
MECHANIC,,MECÂNICO
True Seeing,,Visão da Verdade
Damage reduction /―,,Redução de Dano / -
Base,,Base
+4 Swim and jump,,+4 natação e saltar
Class abilities,,Habilidades da Classe
BLIGHT DRUID,,DRUIDA DA RUÍNA
Take your first level,,Pegue seu primeiro nível
BARBARIAN,,BÁRBARO
Locate and disable traps as a Rogue,,Localize e desabilite armadilhas como um Ladino
Barbarian,,Barbaro
40ft,,12m
1d6 +,,1d6 +
Credit,,Crédito
Distance,,Distância
30ft,,10m
+4 to Sleight of Hand checks to conceal small objects on your person.,,+4 em testes de prestidigitação para esconder pequenos objetos
Challenges|Today,,Desafios|Hoje
•  2d6 bleed damage (DC 15 heal check or magic to reverse),,• 2d6 de dano de sangramento (CD 15 em cura ou magia para reverter)
Bleeding Critical,,Sangramento Crítico
Bards can use all knowledge skills untrained,,Bardos pode usar todas as perícias de conhecimento sem treinamento
Ki Pool (magic),,Reserva de KI (Magia)
STABILITY,,ESTABILIDADE
120ft,,36m
Vigilante|Level,,Nível de|Vigilante
Racial,,Racial
Knowledge: Nature,,Conhecimento: Natureza
30ft. Cone or|60ft. Line,,Cone de 9m ou|Linha de 18m
Bonuses,,Bonificações
Speak with any living creature,,Pode falar com qualquer criatura viva
+8 Swim and jump,,+8 Natação e Saltar
UNSTOPPABLE,,IMPARÁVEL
Eyes of the Storm,,Olhos da tempestade
CLOSE RANGE,,ALCANCE CURTO
"Immunities (paralysis, sleep)",,"Imunidades (paralisia, dormir)"
(BARBARIAN),,(BÁRBARO)
Rewards,,Recompensas
TAKE A CLASS LEVEL,,ESCOLHA UM NÍVEL DE CLASSE
Takes no damage but drops carried item.,,Não recebe dano mas derruba o item carregado.
Bonus to|ability scores,,Bônus nos|pontos de habilidade
6d6,,6d6
CURE / INFLICT,,CURAR / INFLIGIR
DETECT UNDEAD,,DETECTAR MORTOS-VIVOS
• Nauseated,,• Nauseado
Allies within 10ft get +4 to saves against charm effects.,,Aliados até 3m ganham +4 testes contra efeitos de encantamento
PENALTY,,PENALIDADE
Summon monster VII,,Invocar Monstro VII
Towns,,Cidades
Non-Monk|Levels,,Níveis de|Não-monge
Treated as outsider,,Tratado como um extraplanar
Feet,,metros
Manoeuvre,,Manobra
Evocation,,Evocação
Suggestion,,Sugestão
All skills are considered class skills,,Todas as habilidades são consideradas perícias de classe
Nerfs,,Nerfs
Slow Fall 30 ft,,Queda Leve 9m
Jump,,Saltar
FORBIDDEN ELEMENT,,ELEMENTO PROIBIDO
Damage|Taken,,Dano|Recebido
HOSTILE,,HOSTIL
SURVIVAL,,SOBREVIVÊNVIA
Battle|Fortitude,,Fortitude de Batalha
FAMILIAR,,FAMILIAR
1 min,,1 min
MOVE THROUGH ENEMY’S OWN SQUARE,,MOVER-SE PELO QUADRADO DO INIMIGO
SPELL LEVEL,,NÍVEL DE MAGIA
Bonus Spells|INT,,INT Bônus de Magias
Active|Aura,,Ativar Aura
Burn,,Queimar
Full hit points,,Todos os pontos de vida
Empty Body,,Corpo Vazio
1d10,,1d10
USED TODAY,,USADO HOJE
Defence,,Defeza
Enlarge person,,Aumentar Pessoa
Inspire Heroics,,Inspirar Heroismo
Nondetection,,Indetectável 
Strength|Bonus,,Bônus de Força
ft.,,m.
AURA OF COURAGE,,AURA DE CORAGEM
1d6,,1d6
Medusa’s Wrath,,Ira da Medusa
Search,,Procurar
Casting time,,Tempo de conjuração
Summon Nature’s Ally II,,Invocar Aliado da Natureza II
Damage Reduction,,Redução de Dano
Other skills:|Craft - INT|Perform - CHA,,Outras Perícias:|Ofícios - INT|Atuação - CAR
TELEPATHY,,TELEPATIA
One skill|rank,,Uma graduação|de perícia
mins,,Mins.
BLOODRAGER!,,FURIANTE SANGUÍNEO!
CURSE OF LYCANTHROPY,,MALDIÇÃO DE LICANTROPIA
LAWFUL,,LEAL
Power Points used today,,Pontos de Poder usados hoje
1 ki point,,1 ponto de ki
BONDED OBJECT,,OBJETO LIGADO
Improved Critical / Keen weapon / Keen magical effect,,Crítico Aprimorado / Arma aguçada / Efeito mágico aguçado
Profession (merchant),,Profissão (mercador)
Turning|Check,,Expulsão|Teste
CURE,,CURAR
Inventions|per day,,Invenções|por dia
Avoid all damage on successful reflex save,,Evita todo o dano em um teste de reflexos bem sucedido
Base Bloodline,,Base da Linhagem Sanguínea
"FEATS, TRAITS AND|SPECIAL ABILITIES",,"TALENTOS, PECULIARIDADES E HABILIDADES ESPECIAIS "
Hat / Mask,,Chapéu / Máscara
Four times a day,,Quatro vezes por dia
Animal,,Animal
Current Country,,País atual
KINETICIST,,CINETICISTA
VOLATILE MIND,,MENTE VOLÁTIL
Use Magical Device,,Usar Dispositivo Mágico
Temporary|Hit Points,,Pontos de Vida|Temporários
• Sickened,,• Enjoado
Int,,Int
UTILITY,,Utilidade
Evasive,,Evasivo
HIGH JUMP,,PULO ALTO
Add any bonus or penalty from your race:,,Adicione qualquer bônus ou penalidade da sua raça
SOCIAL TALENTS,,TALENTOS SOCIAIS
Starting point,,Ponto inicial
EVIL,,MAL
CHARGES,,CARGAS
Organisation,,Organização
Summon Nature’s Ally V,,Invocar Aliado da Natureza V
Chain Lightning,,Corrente de Relâmpagos
WIS - 4,,SAB - 4
+ Level,,+ Nível
CONSUMPTION,,CONSUMO
High Jump,,Salto Alto
UNCANNY DODGE,,ESQUIVA SOBRENATURAL
Damage bonus,,Bônus de dano
SUGGESTION,,SUGESTÃO
Weapon,,Arma
Witch Hunter|Level,,Nível de|Caçador de Bruxas
Fascinate,,Fascinar
AC + INT (1 round),,CA + INT (turno)
CHA - 8,,CAR - 8
WEAPON,,ARMA
Page,,Pagina
sp,,pp
Craft (weapons),,Ofício (armas)
Uses today,,Usos hoje
FASCINATE,,FASCINAR
Energy resistance bonus,,Bônus de Resistência a Energia
SPECIAL ABILITIES,,HABILIDADE ESPECIAL
FRIGHTENING APPEARANCE,,APARÊNCIA ATERRORIZANTE
Knowledge (planes),,Conhecimento (Planos)
Inflict Light Damage,,Infligir Dano Leve
Mass Inflict Critical Wounds,,Infligir Ferimentos Críticos em Massa
Improved Trip,,Derrubar Aprimorado
Mountebank|Level,,Charlatão|Nível
Spell Level,,Nível de Magia
Weapons considered Good aligned for overcoming DR.,,Armas consideradas de tendência Boa para superar RD.
Cold,,Gelo
PRESTIGE CLASS,,CLASSE DE PRESTIGIO
Size|Modifier,,Modificador de|Tamanho
Use weapon of the wrong type,,Use uma arma do tipo errado
HIT|POINTS,,PONTOS DE VIDA
SURVIVALIST,,LISTA DE SOBREVIVÊNCIA
Redirection,,Redirecionar
Level|Bonus,,Nível|Bônus
Weapon Focus:,,Foco em Arma:
Inquisitor|Level,,Nível de|Inquisitor
Sneak|Attack,,Ataque Furtivo
Far Shot,,Tiro distante
Fatigued|AC Penalty,,Fadigado|Penalidade de CA
DMG,,DANO
ARCHETYPE,,ARCHTIPO
Liar,,Mentiroso
"Fold along the dotted lines, making sure|the                hatched areas are hidden or face down",,"Dobre na linha tracejada, fazendo com que|as áreas hachuradas estejam escondidas ou para baixo"
Acid Splash,,Esguicho Ácido
DETECTIVE,,DETETIVE
REINCARNATED DRUID,,DRUIDA REINCARNADO
Dominate Person,,Dominar Pessoa
Wilder|Level,,Feral|Nível
rds,,rds
CR,,ND
Today,,Hoje
Reduce effective falling height using wall,,Reduz a queda efetiva usando uma parede ou muralha
Animate Dead,,Animar Morto
Damage Bonus,,Bônus de Dano
SAVING THROWS,,TESTES DE RESISTÊNCIA
Flat-footed,,Desprevinido
Knowledge,,Conhecimento
Weapon|Damage,,Dano da Arma
Knowledge (engineering),,Conhecimento (Engenharia)
ATTACK FEATS,,TALENTOS DE ATAQUE
CODE OF CONDUCT,,CÓDIGO DE CONDUTA
7ft,,2.1m
Timeless Body,,Corpo Atemporal
d10,,d10
Total hit|points,,Total de pontos de vida
TRANSFER WOUNDS,,TRANSFERIR FERIMENTOS
Foes within 10ft take -4 on saving throws against fear,,Inimigos em até 6m recebem -4 em testes de resistência contra medo
Gnome,,Gnomo
"Treat hands, feet, knees and elbows as weapons",,"Trata mãos, pés, joelhos e cotovelos como armas"
Monk Level,,Nível de Monge
AURA,,AURA
Craft (winemaking),,Ofício (Criador de Vinhos)
d12,,d12
Cost,,Custo
Take no penalty to attack with both hands|while wearing a buckler.,,Não recebe penalidade ao atacar com as duas mãos|enquanto usando um broquel.
Intimidate|check DC,,Teste de|Intimidação CD
+6 Climb,,+6 Escalar
"Handle Animal, Intimidate",,"Adestrar Animal, Intimidar"
+2 to attack roll (affects critical range),,+2 em rolagem de ataque (afeta o alcance de crítico)
To create magical item with metamagic,,Para criar itens mágicos com metamagia
Improved|Evasion,,Evasão|Aprimorada
NATURAL LYCANTHROPE,,LICANTROPO NATURAL
Sickened,,Enjoado
Ability|Increase,,Aumento de|Habilidade
Favoured,,Favorecido
Master Strike,,Ataque Mestre
(Good),,(Bom)
Treat unarmed attacks as lawful weapons,,Considera ataque desarmado como Arma Leal
DAMAGE REDUCTION,,REDUÇÃO DE DANO
METAMAGIC,,METAMAGICA
Apply this bonus to all knowledge skills,,Aplique este bônus a todas as perícias de conhecimento
REINCARNATED|DRUID,,DRUIDA|REINCARNADO
Deliver touch spells,,Distribuir magias de toque
Extra attacks of opportunity,,Ataque extra de oportunidade
Bloodrager|Level,,Nível de|Furiante Sanguíneo
SANCTIFIED ROGUE,,LADINO SANTIFICADO
with Armour,,com Armadura
Duelist|Level,,Nível de|Duelista
(Round up),,(Arredonda para Cima)
Daze,,Pasmar
INVENTORY,,Inventario
Energy affinity,,Afinidade com Energia
Fortitude,,Fortitude
MAGICIAN,,MÁGICO
/  Region,,/ Região
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,"Começar ou trocar uma performance de bardo como uma ação de movimento,|ao invés de ação padrão."
1/day,,1/dia
"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount.",,"Ao usar Canalizar Energia Positiva ou Curar Pelas Mãos, cure a quantidade máxima possível."
BLOODLINE FEATS,,TALETOS DE LINHAGEM SANGUÍNEA
Attack|Penalty,,Penalidade de Ataque
(RANGER),,(PATRULHEIRO)
AURA OF COWARDICE,,AURA DE COVARDIA
Use a full attack action for more attacks,,Use uma ação de ataque total para mais ataques
Neck / Throat,,Pescoço / Garganta
+8 Perception,,+8 Percepção
Detect thoughts,,Detectar pensamentos
AIR,,AR
PLAINS DRUID,,DRUIDA DAS PLANÍCIES
Craft (armourer),,Ofício (Armoraria)
Profession (brewer),,Profissão (cervejeiro)
SHARE FAVOURED ENEMY,,COMPARTILHAR INIMIGO PREDILETO
White,,Branco
Dodge|Bonus,,Bônus de Esquiva
JACK OF ALL TRADES,,PAU PRA TODA OBRA
Destruction,,Destruição
Attacks of opportunity leave enemy flat-footed,,Ataque de oportunidade deixa inimigos desprevenidos
Natural|Armour,,Armadura|Natural
Wizard|Level,,Nível de|Mago
lb,,kg
Spell Save DC = 10 + WIS + Spell Level,,Teste de Resistência CD = 10 + SAB + Nível da Magia
Blinding Critical,,Crítico cegante
Ranger Level,,Nível do Patrulheiro
Locate Traps,,Localizar Armadilhas
+20ft,,+6m
Acrobatics skill +4,,Acrobacia +4
Precise Shot,,Tiro Preciso
String,,Corda
"Take third attack with off-hand weapon, at -10 penalty",,"Realiza um terceiro ataque com a arma da mão inábil, com penalidade de -10"
Size of|audience,,Tamanho da audiência
TRUE EXPERTISE,,ESPECIALIZAÇÃO VERDADEIRA
Era,,Era
60 ft,,18m
Bully,,Valentão
Water,,Água
Critical,,Crítico
(WIS minimum 1),,(SAB minimo 1)
Construct,,Construto
Use provokes attack of opportunity,,O uso provoca ataque de oportunidade
"Bluff, Sense Motive",,"Blefar, Sentir Motivação"
Sing,,Cantar
Level|Penalty,,Nível de Penalidade
40 ft,,12m
Speak with master,,Fale com o mestre
To summon spirits,,Para invocar espiritos
Performance radius,,Alcance da Atuação
ATTRACT RATS,,ATRAIR RATOS
DEFENCE & SAVING THROWS,,DEFESA & TESTES DE RESISTÊNCIA
Disable Traps,,Desabilitar Armadilhas
Favoured|     Enemy|     Terrain,,Terreno| Inimigo| Predileto
Performance|result,,Resultado da atuação
15ft.  Cone or|30ft. Line,,Cone de 4.5m ou|Linha de 9m
2/day,,2/dia
Wind Instruments,,Instrumentos Selvagens
Creature|Level,,Nível da|Criatura
POPULATION,,POPULAÇÃO
Investigator|Level,,Nível de|Investigador
15ft,,4.5m
Trap Sense +4,,Sentir Armadilha +4
Sneak attack,,Ataque Furtivo
+4 Perception,,+4 Percepção
Armour AC,,Armadura CA
Domain Spell,,Magias do Dominío
Bard|Level,,Nível de|Bardo
WEAPON SPECIALISATION,,ESPECIALIZAÇÃO EM ARMA
Manifester|Level,,Nível de|Manifestação
Knowledge (arcana),,Conhecimento (Arcano)
Sleight of|Hand,,Prestidigitação
Witch|Focus,,Foco de|Bruxa
CRAFT,,OFICIO
WATER,,ÁGUA
SPENDING,,GASTANDO
Sleight of Hand,,Prestidigitação
Book,,Livro
FORCE OF WILL,,FORÇA DE VONTADE
"Diplomacy, Intimidate",,"Diplomacia, Intimidar"
TOUCH,,TOQUE
Exhausting Critical,,Crítico Exaustivo
20 Reflex save,,20 em Testes de Reflexo
Will,,Vontade
Rounds Today,,Turnos Hoje
MONEY,,DINHEIRO
NPC,,NPC
1st round,,1º turno
